client_id,postal_code,province,customer_total_revenue,customer_total_orders,customer_avg_ticket,customer_frequency,customer_frequency_log1p,days_since_last_order,is_active_customer,return_rate_30d,campaign_lift,coefficient_variation_30d,client_embedding_0,client_embedding_1,client_embedding_2,client_embedding_3
28478,8914.0,Barcelona,135612.48,90,1506.8053333333335,1.5177065767284992,0.9233483985414649,27,True,0.0,-0.4239303295564498,0.3870143374774072,25.39160475463331,3.511105130897596,6.3384609048262766,-0.2632538807782011
32845,28033.0,Madrid,133581.41,180,742.1189444444444,2.0,1.0986122886681098,7,True,0.0,0.30967246825379996,0.4868972676503994,16.1058000870406,4.341822512237958,-6.337642362630419,-2.028445468974531
1000068305,5001.0,Ávila,133089.58,119,1118.399831932773,2.0,1.0986122886681098,17,True,0.0,0.5304502521508163,0.6514415532667699,14.99883143358805,6.6831521293589615,-5.519812271293352,-1.3865217594532486
40439,50001.0,Zaragoza,131720.0,131,1005.4961832061068,2.0,1.0986122886681098,13,True,0.0,2.2858959659990767,0.9711229133261134,13.552085001922212,2.9567102569748607,6.577828353418745,-0.8382378399737301
30857,48960.0,Vizcaya,128583.24,95,1353.5077894736842,1.6038266741699494,0.9569821607523483,6,True,0.0,0.49814817117371396,0.039327949064257975,21.680267072554596,4.157189987303459,1.4621293283174532,-6.153815187566697
7000,8911.0,Barcelona,125791.85,117,1075.144017094017,1.9708029197080292,1.0888322596144702,24,True,0.0,-0.35735701602944164,0.861614494340371,21.898876951695225,3.210712666343588,5.778514247678083,-6.5916730113784725
1000075177,6004.0,Badajoz,125468.18000000001,115,1091.027652173913,1.8987341772151898,1.064274151087218,0,True,0.0,0.4868134172050463,0.0,23.167411585582354,9.378456912658086,-1.1056526633647,3.5672047567537404
33122,41018.0,Sevilla,123392.22,81,1523.3607407407408,1.3530066815144766,0.8556939493138571,11,True,0.0,-0.0282017670698446,0.0,15.398329376511276,6.651991495531749,-3.9042842088261884,8.070423508096196
1000080460,28814.0,Madrid,123358.43,75,1644.7790666666665,1.25979843225084,0.8152756200370552,28,True,0.0,0.21301974434015647,0.15346278408122924,13.758702007995181,6.844827206616087,-5.110024430091036,-3.4851991466340495
34627,19005.0,Guadalajara,118616.22,103,1151.613786407767,1.7626925270964062,1.0162057574819945,31,True,0.0,-0.1365771688912529,0.8701385719718043,14.212487715601323,9.0603424800712,-2.666979397824524,4.7260767340287
4549,28940.0,Madrid,113299.46,62,1827.4106451612904,1.0426008968609866,0.7142239452398943,34,True,0.0,-0.324081477938323,0.30356362693252764,16.000460123130797,11.756495872098117,-3.4743402479960657,4.642618858620961
26192,17003.0,Girona,112055.12,105,1067.191619047619,2.0,1.0986122886681098,27,True,0.0,0.003910995852125837,0.30837534379849313,17.322643365699008,7.1980332983866235,2.62639876825023,2.64163850584218
1000075869,46002.0,Valencia,111246.32,66,1685.5503030303032,1.1055276381909547,0.7445660951976453,26,True,0.0,-1.0,0.32178284777885424,15.021098975910098,9.617688313295117,-4.6954308677135,0.5702167160273288
1000078257,50500.0,Zaragoza,111088.67,120,925.7389166666667,2.0,1.0986122886681098,26,True,0.0,0.11575236473418139,0.0,20.405360051036418,7.804371976207356,-6.556736641799906,4.531243305460131
29795,28015.0,Madrid,111073.71,96,1157.0178125,1.6400911161731209,0.9708134302645804,42,True,0.0,0.3591797567582887,0.0,14.815546147043474,6.084713913173567,-5.136455550344347,-1.369560202316845
31366,7670.0,Baleares,110701.05,101,1096.05,1.6880222841225625,0.988805712850707,18,True,0.0,-0.20437583638740237,0.0,12.129132570722037,3.8941296255589175,-4.300689554753401,1.1756869753613797
39038,13240.0,Ciudad Real,106793.47,149,716.7346979865772,2.0,1.0986122886681098,68,True,0.0,-0.13457984094329062,0.460110009561606,20.994860797012986,10.394805410578714,2.3926515934983126,-4.197177544651041
35886,16002.0,Cuenca,100660.0,72,1398.0555555555557,1.2033426183844012,0.789975579279375,18,True,0.0,-0.03786282220358762,0.8054277169744148,15.390975452104051,7.005004108533932,2.535347582476922,-0.2514042136126055
35573,41807.0,Sevilla,100339.89,50,2006.7978,0.832408435072142,0.6056311863117901,10,True,0.0,0.7602976205716608,0.07247787167073762,21.15124071730488,7.385368675171063,-1.656487793154173,3.6438357671372597
11123,50004.0,Zaragoza,99492.42,128,777.28453125,2.0,1.0986122886681098,13,True,0.0,-0.533912607680809,0.6081728131970914,22.311383888607036,5.706893810237307,4.96933345990829,-5.976709246431869
30763,19001.0,Guadalajara,98252.97,80,1228.162125,1.3303769401330376,0.8460300313742728,14,True,0.0,0.646710912658255,0.0,19.309357255757178,8.243806493240188,7.27301728336115,-1.2129169385622194
9448,48010.0,Vizcaya,97932.38,95,1030.867157894737,1.596638655462185,0.9542177837862161,6,True,0.0,0.5360519147572507,0.0,12.250387806623488,-4.502423827715001,2.9035394900552287,-4.156744918148499
40622,18500.0,Granada,96065.09,108,889.491574074074,1.823297692740574,1.0379055963296016,26,True,0.0,1.6469139183804176,0.0,20.38202238830687,3.4441707346824093,5.26072018929869,4.79059429937352
1000081965,36600.0,Pontevedra,95693.25,52,1840.2548076923076,0.8939828080229226,0.6386819176492591,24,True,0.0,0.7723478137282741,0.0,18.16203646135551,8.991709752710618,-6.773190978300243,-3.4399273031146205
19583,28921.0,Madrid,93960.56,61,1540.3370491803278,1.0292463442069741,0.7076644651086644,26,True,0.0,-0.048889529582742446,0.0,17.214632947896103,6.614569561426973,-6.4816849203650015,-4.037297744444925
34471,13001.0,Ciudad Real,93930.81999999999,89,1055.4024719101124,1.4841578654808227,0.9099337149829184,11,True,0.0,0.25153367780158986,0.5292831679684551,20.922503096948127,-4.658181632130427,8.159731080493318,1.6735022697988964
1000051951,7007.0,Baleares,93016.0,126,738.2222222222222,2.0,1.0986122886681098,6,True,0.9473684210526315,-0.004726901275862727,0.0,18.715145334767374,6.756320377747223,0.11532925292688904,-5.915292268506513
35674,28045.0,Madrid,91172.25,52,1753.3125,0.8838526912181303,0.6333189837225572,34,True,0.0,-1.0,0.6001371778547447,16.785841805881446,9.401274149719734,-1.7555777224669715,-4.771338636356736
1000042603,28007.0,Madrid,89328.62,64,1395.7596875,1.0841332580463015,0.734353065247165,34,True,0.0,0.1735401734837079,1.2338741125152526,17.30775267338892,5.55701306671973,8.042570239244553,3.357837654854202
1000078813,50014.0,Zaragoza,89076.02,53,1680.6796226415095,0.9222737819025522,0.6535087467628697,81,True,0.0,-1.0,0.0,19.530959542756637,8.517802706814427,-2.2153268216624205,-3.7101830070758015
1430,30008.0,Murcia,89005.05,75,1186.7340000000002,1.2998266897746966,0.8328337678241079,73,True,0.0,0.410164031290511,0.2930771249744463,18.551065323553537,-0.9559479004448722,5.098161395972315,3.35023086176227
1000077509,28028.0,Madrid,88975.28,85,1046.768,1.4269725797425852,0.8866446286759382,19,True,0.0,0.7875429865310644,0.0,17.644592725050046,6.791926486934274,-1.3181858448612174,2.166510956382743
1000077135,28025.0,Madrid,88755.1,77,1152.6636363636364,1.4437499999999999,0.8935337447515388,189,False,0.0,1.4709163554743725,0.0,21.7611418522965,2.5507380100810733,2.8704250746110875,-0.84349361024339
36612,15403.0,A Coruña,88361.29,74,1194.0714864864865,1.303581914268937,0.8344652655468643,95,True,0.0,0.15401271867366478,0.0,11.472867895092877,11.022461078366229,-3.727543212810182,0.5603596102732686
1000080721,29007.0,Málaga,87868.39,55,1597.6070909090909,0.9290540540540541,0.6570297553319498,18,True,0.0,0.0839167959279554,0.0,14.250911812871571,7.709102050468163,6.708446240412363,5.086018409362276
35118,28221.0,Madrid,87770.35,69,1272.0340579710146,1.1661971830985915,0.7729731800302282,11,True,0.0,-0.27437974463279685,0.0,12.096602783280018,4.5578874815270725,-3.5973591113261314,-0.27120592027519885
25307,35004.0,Las Palmas,86856.79000000001,71,1223.3350704225354,1.2,0.7884573603642702,14,True,0.0,-0.2021599679933266,0.2165000321141804,6.481700129509592,11.831039571356515,-1.0522837946890322,-0.0892312565013916
39951,3130.0,Alicante,86697.23,57,1521.0040350877193,0.9738041002277905,0.6799626960804895,28,True,0.0,0.417800019634927,0.4618123413630762,14.8858796958129,7.272973689380538,-4.149070060091995,5.519754508457553
1000079674,28020.0,Madrid,86651.12000000001,80,1083.1390000000001,1.349072512647555,0.8540205747820803,26,True,0.0,2.2858959659990767,0.0,12.382465460440377,5.187048828806171,-4.474428943798576,1.0735270199835045
32501,35500.0,Las Palmas,86568.81,75,1154.2508,1.2451577199778638,0.8087757726142187,11,True,0.0,0.5878401056624287,0.0,17.45914210970418,-8.439343008745881,8.775453672378084,3.6787445951294417
1000048764,28100.0,Madrid,85241.09999999999,57,1495.457894736842,0.9805045871559633,0.6833516542376991,74,True,0.0,-0.17331033362082973,0.0,18.03282744039778,-1.6453543334861211,-0.5686780676555631,1.1174038192826588
41062,41003.0,Sevilla,85018.7,66,1288.162121212121,1.116751269035533,0.7498824930608129,6,True,0.0,-0.6413676570648259,0.0,17.78521577106649,7.236772746248511,-2.6132216877891934,-3.7395298897111133
27995,35110.0,Las Palmas,84934.73,70,1213.3532857142857,1.2338425381903642,0.803723213915055,94,True,0.0,2.2858959659990767,0.0,17.956103254887676,-5.9317750875134205,9.045828162082586,0.8801582278258621
24985,7703.0,Baleares,84226.75,55,1531.3954545454546,1.134020618556701,0.7580078147619862,6,True,1.0,1.1082942340438877,0.0,19.107032385067367,6.673852958053071,-5.582699775340033,5.1552712148738244
8979,48011.0,Vizcaya,84224.98,35,2406.428,0.8190327613104524,0.5983049099897677,535,False,0.0,-0.2578354145597201,0.5968926013081932,9.156404166516879,12.127118199674186,2.225814145768656,-1.1263292353424161
39965,2001.0,Albacete,84105.26,76,1106.6481578947369,1.2852311161217587,0.8264671641424205,16,True,0.0,-0.06733058177737619,0.0,13.80384903357318,5.6448192147535865,-2.6892960925011438,5.005582109039627
38577,13700.0,Ciudad Real,83800.63,131,639.699465648855,2.0,1.0986122886681098,80,True,0.0,-0.30033439930641037,0.5408726151514368,20.840950054229246,8.116683421435411,3.315144471147506,-5.078927046639827
26122,8401.0,Barcelona,83733.06,56,1495.2332142857142,0.9322974472807991,0.658709682159851,19,True,0.0,0.4936432790152704,0.0,15.354263631492834,9.31720958530019,-4.148040123566595,4.5517430211389485
41836,13600.0,Ciudad Real,83724.62,119,703.5682352941176,2.0,1.0986122886681098,69,True,0.0,0.22771864991802235,0.7617740256817963,24.39605688034049,8.344287134483036,3.3939910556833213,0.27776123341601916
1000080855,28010.0,Madrid,83429.01,96,869.0521875,1.6098378982671884,0.9592881114622178,7,True,0.0,-0.46526001749207374,0.5407270465077268,20.18722973091497,7.856631986186422,6.052720059493449,-5.957104560474634
42035,18600.0,Granada,83407.35,71,1174.7514084507043,1.2708830548926013,0.8201687668140665,11,True,0.0,0.48628117986350017,0.0,23.630485537939034,4.693146444641875,5.749258030045719,3.412854989424878
24874,4738.0,Almería,83297.32,62,1343.5051612903228,1.032186459489456,0.7091122870661728,12,True,0.0,-0.6941601271304897,0.0,21.154531026599983,3.9424863295652957,4.725606050328629,-6.021122577243573
29967,14008.0,Córdoba,83197.12,69,1205.7553623188405,1.1417539988968561,0.7616251189768163,7,True,0.0,0.586125455624617,0.03261701354953744,16.425443352144157,1.390660549872563,-6.719336292752662,-3.7114983389971177
1000059737,5260.0,Ávila,82603.68,71,1163.4321126760562,1.2013536379018612,0.789072461106407,27,True,0.0,0.4926525063395117,0.3578875703184345,18.91828873704014,11.174877168832905,4.839399000053027,-1.4198437450591526
1000082170,8914.0,Barcelona,82260.61,44,1869.5593181818183,0.8275862068965517,0.6029960835656478,34,True,0.0,-0.026749276365899178,0.14676349615230444,6.1556356489350295,11.285101038780347,-1.884066844371421,-0.9897274595433881
1000076771,28220.0,Madrid,82004.86,72,1138.9563888888888,1.7307692307692306,1.0045833390198333,549,False,0.0,1.820130958939193,0.0,6.651178181914702,11.918023956716782,-2.0010102792469793,-0.4262250624963335
33953,4600.0,Almería,81934.91,59,1388.7272881355932,0.9888268156424581,0.6875449250112755,31,True,0.0,-0.02259427747656178,0.5389805269162812,16.59764726784096,-8.391498746354,7.241432911619479,-6.357486573667018
9243,8017.0,Barcelona,81845.17,70,1169.2167142857143,1.1731843575418994,0.7761935377776913,13,True,0.0,0.10072774302591489,0.1775773832172464,19.22090261409235,5.824520631328517,0.7275336922958902,6.263517934721512
2975,28915.0,Madrid,80616.01,72,1119.6668055555556,1.2406662837449742,0.8067732697384675,42,True,0.0,0.2501385929491357,0.0,21.537846062546556,6.48277629807701,-1.8346455458240731,0.8673826789135562
1000075981,4004.0,Almería,80286.05,67,1198.2992537313432,1.1266816143497758,0.7545628373550048,13,True,0.0,-0.6426577603792936,0.6610879535470563,19.132281772601118,5.615213979988668,-5.737118555625388,3.7769233122139507
238,41013.0,Sevilla,79425.18,45,1765.004,0.7622811970638058,0.5666091044879459,39,True,0.0,0.21837730643948491,0.767176585452371,17.305353891752297,8.396505380916143,0.8281104002882955,6.5748188340163365
40582,8950.0,Barcelona,79152.27,42,1884.5778571428573,0.7183580387685291,0.5413692062543124,40,True,0.0,0.14679593438560637,0.0,22.78916918479094,3.8690777446789655,4.675529592988534,0.18276722611656973
2148,36206.0,Pontevedra,79059.92,49,1613.4677551020409,0.8309779536461277,0.604850225011544,52,True,0.0,0.5241521016458306,0.0,14.186016026288705,0.507783139024945,4.4033429606557,4.211495243704377
26898,38204.0,Sta.Cruz Tenerife,78385.0,85,922.1764705882352,1.4158800666296503,0.882063637544724,13,True,0.0,1.6186432273898452,0.0,19.45094594945297,-0.8711145832894939,1.1547837183639198,-1.5117310252867961
1000080887,42002.0,Soria,78172.0,61,1281.5081967213114,1.0409556313993173,0.7134181449335644,28,True,0.0,0.9553764153162791,0.0,17.09205998802285,12.159459209916704,5.425413136649933,-4.241067022816911
1000080459,8912.0,Barcelona,77342.83,61,1267.9152459016393,1.0298255486775465,0.7079498527488877,17,True,0.0,0.5007942577692147,0.06579789607250246,13.749722852189473,4.2347353502258445,-3.6779593001905635,7.089054660778388
32073,36001.0,Pontevedra,77105.74,86,896.5783720930233,1.444568868980963,0.8938687756734448,27,True,0.0,0.17825030573307976,0.773469890905008,19.685320150993128,6.977524837964489,7.371726020912846,-1.148596625522142
31849,33402.0,Asturias,76610.38,109,702.8475229357798,1.8391451068616422,1.0435029881471993,33,True,0.0,0.604870337096954,0.0,10.062789023156055,9.422154873485253,9.464609049478774,-2.049271521782332
1000076579,28010.0,Madrid,76383.86,79,966.8843037974683,1.337471783295711,0.8490699107905032,12,True,0.0,0.16836410231391552,0.6072631047467401,24.42793156239467,6.164998239703768,4.278349617125501,2.493905791971143
1000081096,46001.0,Valencia,76022.72,78,974.6502564102565,1.3146067415730336,0.8392397990574412,33,True,0.0,0.25239688723047893,0.4457058388829448,14.206300715171906,5.749394254151681,-4.999119946804974,-1.6096984152955565
40890,28342.0,Madrid,75999.52,73,1041.0893150684933,1.2521440823327616,0.8118826879523039,41,True,0.0,-0.3422134314715366,0.3532673005904205,20.793193047166184,6.2710919005194965,-1.730690523069966,-5.059744436108286
1000081533,47014.0,Valladolid,75993.79,76,999.9182894736841,1.2859560067681894,0.8267843205541007,6,True,0.0,0.857856768939121,0.29924211962637226,9.572908324012218,17.26827721785846,-2.5355619467140755,-0.6237390503351131
8173,29603.0,Málaga,74981.67,163,460.010245398773,2.0,1.0986122886681098,47,True,0.0,0.7080986538489892,0.3357326486857591,14.108627629488856,9.16176281285472,-4.86266254769457,0.9222135954498663
24279,8017.0,Barcelona,74560.76,59,1263.7416949152541,0.984974958263773,0.6856062985753325,14,True,0.0,2.2858959659990767,0.3120312470589325,17.954042138890944,10.631204716471277,3.773783873533977,-1.27243414451717
26095,8036.0,Barcelona,74097.01,51,1452.8825490196077,0.8683314415437003,0.6250457553008356,13,True,0.0,1.0255473232688987,0.0,17.83768504853572,3.3831767233934973,-5.543298071467364,0.7470850025072305
6642,3201.0,Alicante,73946.68000000001,52,1422.0515384615387,0.8813559322033898,0.6319927574066148,47,True,0.0,-0.13243027266307225,0.0,17.64575545206832,1.4408136040292596,-0.94786418033148,5.822581907187951
29805,41018.0,Sevilla,73616.5,90,817.9611111111111,1.5237020316027088,0.9257268836699089,24,True,0.0,-0.259256926465047,0.9475649598745296,18.93273707700761,4.869377028577317,7.1659022277107605,3.8891053752390397
42034,11011.0,Cádiz,73399.04,32,2293.72,0.5904059040590406,0.4639892692240469,74,True,0.0,-0.05162416269931728,0.0,5.640938573994872,9.886288749496348,-1.2935574575409796,-0.05963331901622005
1000081224,11012.0,Cádiz,73234.47,35,2092.4134285714285,0.772626931567329,0.5724625884637278,18,True,0.0,1.398328351805211,0.0,8.450395496747173,15.194672688561726,-1.998755297305869,-0.7047114810602151
16752,29001.0,Málaga,72973.64,120,608.1136666666666,2.0,1.0986122886681098,12,True,0.0,-0.03179606703899486,0.7828731611737761,15.518235904825413,1.10187433501528,6.898769424763148,-0.7925318368148595
29716,36001.0,Pontevedra,72956.57,69,1057.3415942028987,1.1842105263157896,0.7812544480702123,55,True,0.0,2.2858959659990767,0.0,19.20873163648332,-6.175850750897093,6.793603776278229,2.3034234548380574
1000063806,28250.0,Madrid,72766.83,64,1136.98171875,1.0878186968838526,0.7361198352560397,56,True,0.0,-0.21354696479815458,0.0,13.495020721046556,7.262069071521363,-4.9814622906607315,-2.865314604863925
1000082189,28921.0,Madrid,72427.2,42,1724.4571428571428,0.8519269776876268,0.6162267065522784,55,True,0.0,-0.6995666501716125,0.0,19.138474889309485,3.4789845603120266,0.9384134328411258,3.214773250098152
12603,17200.0,Girona,72003.65,63,1142.9150793650792,1.0665914221218962,0.7259005940694297,33,True,0.0,-0.15276193564806775,1.2111843832515108,24.75834835975858,8.829672454572558,4.741080928946277,1.551354091557143
34808,8024.0,Barcelona,71933.43000000001,115,625.5080869565218,1.9382022471910112,1.0777979137728377,19,True,0.0,0.8243720130068338,0.4937889298355833,15.740575749389906,-7.848960718718112,7.386507265405143,-5.117274530432293
15196,38700.0,Sta.Cruz Tenerife,71378.38,128,557.64359375,2.0,1.0986122886681098,14,True,0.0,0.44124573176184934,0.022160063573585582,21.420108159741496,5.192751779445677,-0.05375644603799173,1.8111102871110685
39127,42003.0,Soria,71303.61,94,758.5490425531915,1.5842696629213482,0.9494429391910555,33,True,0.0,-0.31150063514097504,0.0,16.882088789116033,3.844452312120656,10.325928134692518,3.0620338191322123
1000081826,31013.0,Navarra,71197.51,37,1924.2570270270269,0.6310403638430927,0.4892180712438066,46,True,0.0,0.6686044420488563,0.0,8.67731012531372,16.184038458697618,-2.162191474991987,-0.6487913414282432
14674,4005.0,Almería,70995.56,82,865.7995121951219,1.3874788494077834,0.8702379344467158,12,True,0.0,0.403302928412015,0.46534433960318405,14.395456753256376,7.404602543010655,9.202200138019768,5.074495626211669
1000059704,28007.0,Madrid,70980.22,90,788.6691111111111,1.7385705086928527,1.0074360721049465,243,False,0.0,-1.0,0.0,15.710616872790848,0.4728619687867287,-6.673925943896863,-3.593923022207318
31101,28041.0,Madrid,70855.45,44,1610.3511363636362,0.7746478873239437,0.5736020299101626,66,True,0.0,0.18252735388625396,0.0,9.22447893085617,12.213874306212958,3.5801996820965964,-1.4497818466068415
24564,28110.0,Madrid,70753.97,32,2211.0615625,0.5378151260504201,0.4303626597298915,20,True,0.0,-1.0,0.0,16.197490712398704,-5.443864011553317,-5.345821895984263,4.484183335579173
41964,46023.0,Valencia,70669.49,46,1536.2932608695653,0.7935595169637722,0.5842022022535202,38,True,0.0,0.12653582151827275,0.09006920929820628,5.979136823478526,11.02402731263898,-0.9749682805679176,-0.1234897640018297
35837,28008.0,Madrid,70545.81,70,1007.7972857142856,1.207590569292697,0.7919016806465147,55,True,0.0,-0.32665826681685406,0.11050603132354093,19.661386361609374,-0.22835994309018653,1.1397555750547386,1.9076050069651191
40446,29016.0,Málaga,69984.96,54,1296.0177777777778,0.911648846370287,0.6479661400059326,7,True,0.0,-0.2523944559964643,0.14338614089316737,16.811024090852072,6.354140755692208,4.246745526890508,-5.484977509788827
21188,4700.0,Almería,69973.39,41,1706.6680487804879,0.7012542759407069,0.5313657883915232,60,True,0.0,1.0323022145044671,0.0,15.944129702264268,2.45960970562217,8.64274465604983,6.651837679045946
30870,19180.0,Guadalajara,69689.93,122,571.2289344262294,2.0,1.0986122886681098,18,True,0.0,-0.44227116031701225,0.07157171377056026,14.037472054015128,1.2765398279603706,0.2687169091725762,7.4684087702082484
1000082043,28027.0,Madrid,69568.51,53,1312.613396226415,0.9447415329768271,0.6651290803103744,46,True,0.0,0.3775696605966285,0.0,15.975424010828636,5.637385957782496,1.914696356066998,-3.524898854452431
1000076744,46005.0,Valencia,69463.83,50,1389.2766000000001,0.8513053348467651,0.6158909766848344,49,True,0.0,-0.032550877950172294,0.0,16.20165171170363,8.227560810917272,-0.678379838955281,-3.173256505921496
1000056820,28030.0,Madrid,68953.27,72,957.6843055555556,1.2286689419795223,0.8014045202593638,11,True,0.0,0.3782892847673356,0.2314975513647347,15.637451686159148,9.78701240168641,-0.38335073641807477,5.717668285469171
38500,13710.0,Ciudad Real,68859.17,122,564.4194262295082,2.0,1.0986122886681098,87,True,0.0,0.7241598679757452,0.11014766207494123,23.92869649251536,9.635250812311,3.783749243869353,-1.8466849623743755
34124,48920.0,Vizcaya,68373.77,44,1553.9493181818182,0.7504263786242183,0.5598594031869423,13,True,0.0,1.097830876196295,0.0,15.86650791701004,-8.165840110413022,5.683897850579404,-6.230328023548973
1000064974,34002.0,Palencia,68137.55,55,1238.8645454545456,0.954861111111111,0.6703191480037444,61,True,0.0,-0.004607331847130556,0.6338230354447633,13.814832895314167,6.53773389811404,7.3160972548614644,5.22504192873246
38997,28045.0,Madrid,68132.64,44,1548.469090909091,0.9887640449438202,0.6875133628416893,469,False,0.0,-0.13553723908296933,0.0,8.84753421967043,16.05138460959958,-2.26774788294939,-0.7545770802009899
35907,24001.0,León,68054.46,66,1031.128181818182,1.3608247422680413,0.8590110250508568,6,True,1.0,-0.10163622981904666,0.0,13.225269070312338,12.143167768786087,-4.373256797984451,0.6062268872495119
6208,38300.0,Sta.Cruz Tenerife,68015.55,72,944.6604166666667,1.2040133779264215,0.7902799611118209,17,True,0.0,0.24862566992052007,0.0,21.229454138287984,9.898018552931825,-8.06243858321674,-4.346076302424876
24531,6400.0,Badajoz,67256.98,74,908.8781081081081,1.232648528595225,0.8031885617213179,19,True,0.0,-0.055404123693722204,0.0,12.728535430758289,-6.313173458917222,4.089895519623262,6.645087599578867
8849,47001.0,Valladolid,67030.5,65,1031.2384615384615,1.1085844229675952,0.7460168327520326,24,True,0.0,0.6951851858839155,0.008590639244127517,18.943295239695942,3.4945649665715104,8.008211702391797,6.005099039777224
7777,29007.0,Málaga,66538.16,58,1147.209655172414,0.9819413092550789,0.684076823589981,26,True,0.0,0.05794994391542636,0.2163942217866095,5.489945243418892,10.161960908403664,-1.0077401862039383,-0.12084632756354821
29271,33400.0,Asturias,66279.35,82,808.2847560975611,1.420323325635104,0.8839011368784977,32,True,0.0,-0.16822643490298997,0.0,15.239531493630079,2.4733591374227197,-4.265472502185708,7.32501815539041
1000068579,29640.0,Málaga,66058.5,70,943.6928571428572,1.1595803423522915,0.7699139168721006,0,True,0.0,-0.37716395374502326,0.0,9.263007079732137,12.083343300840257,-2.7657276290252204,-3.1236235888929826
1000080301,36330.0,Pontevedra,65984.70999999999,55,1199.7219999999998,0.935374149659864,0.6603006667876493,28,True,0.0,2.2858959659990767,0.4714045207910318,8.763739418717915,10.202419310824453,5.398835791604296,-1.2833982988243
26160,8211.0,Barcelona,65614.29000000001,66,994.1559090909092,1.1173814898419865,0.750180178961089,7,True,0.0,-0.0909092815890505,0.0,19.13437185896811,6.535758995577981,-6.240433502683768,1.8206188420850025
30906,25123.0,Lleida,65581.45999999999,39,1681.5758974358973,0.7321652065081352,0.5493721904113402,209,False,0.0,0.01028316748858539,0.0,7.010042704612448,12.660165574833457,-1.4360589219305506,-0.307611834115166
1000064950,8922.0,Barcelona,65476.71,50,1309.5342,0.8393956351426972,0.6094370585047914,27,True,0.0,-0.12700833399152028,0.42641159682403873,17.995281262024328,-2.7759367780728703,7.332453039924971,-6.000115109621225
1000078754,7701.0,Baleares,65235.490000000005,56,1164.9194642857144,0.9507640067911715,0.6682210941971689,39,True,0.0,0.3761788782395589,0.0,16.208640897769804,-8.586065137599535,2.240936432843323,3.4100074984572033
4748,28006.0,Madrid,64971.58,80,812.14475,1.3544018058690743,0.8562866849556368,27,True,0.0,0.022669237859269335,0.0,19.214124386425887,-1.559124171870397,4.097046561279143,4.270075269377945
