client_id,product_category,product_type,potential_value,potential_family_count
1000037891,Categoria C1,commodity,2223.12,1
1000037891,Categoria C2,commodity,1086.44,2
1000038129,Categoria C1,commodity,2223.12,1
1000038129,Categoria C2,commodity,10333.74,2
1000038169,Categoria C1,commodity,1802.36,1
1000038169,Categoria C2,commodity,879.2,2
1000038177,Categoria C1,commodity,2223.12,1
1000038177,Categoria C2,commodity,9410.58,2
1000038189,Categoria C1,commodity,1802.36,1
1000038189,Categoria C2,commodity,6427.58,2
1000038232,Categoria C1,commodity,2223.12,1
1000038232,Categoria C2,commodity,5711.66,2
1000038263,Categoria C1,commodity,2223.12,1
1000038263,Categoria C2,commodity,6424.44,2
1000038290,Categoria C1,commodity,2223.12,1
1000038290,Categoria C2,commodity,1086.44,2
1000038321,Categoria C1,commodity,2223.12,1
1000038321,Categoria C2,commodity,10333.74,2
1000038392,Categoria C1,commodity,3410.04,1
1000038392,Categoria C2,commodity,1667.34,2
1000038447,Categoria C1,commodity,3410.04,1
1000038447,Categoria C2,commodity,9674.34,2
1000038479,Categoria C1,commodity,2223.12,1
1000038479,Categoria C2,commodity,1086.44,2
1000038497,Categoria C1,commodity,3410.04,1
1000038497,Categoria C2,commodity,9674.34,2
1000038513,Categoria C1,commodity,2223.12,1
1000038513,Categoria C2,commodity,6424.44,2
1000038595,Categoria C1,commodity,2223.12,1
1000038595,Categoria C2,commodity,14958.96,2
1000038610,Categoria C1,commodity,2223.12,1
1000038610,Categoria C2,commodity,6424.44,2
1000038685,Categoria C1,commodity,2223.12,1
1000038685,Categoria C2,commodity,6424.44,2
1000038694,Categoria C1,commodity,2223.12,1
1000038694,Categoria C2,commodity,1086.44,2
1000038736,Categoria C1,commodity,2223.12,1
1000038736,Categoria C2,commodity,6424.44,2
1000038755,Categoria C1,commodity,1802.36,1
1000038755,Categoria C2,commodity,879.2,2
1000038775,Categoria C1,commodity,2223.12,1
1000038775,Categoria C2,commodity,1086.44,2
1000038823,Categoria C1,commodity,2223.12,1
1000038823,Categoria C2,commodity,1086.44,2
1000039184,Categoria C1,commodity,1802.36,1
1000039184,Categoria C2,commodity,879.2,2
1000039366,Categoria C1,commodity,1802.36,1
1000039366,Categoria C2,commodity,879.2,2
1000039367,Categoria C1,commodity,2223.12,1
1000039367,Categoria C2,commodity,18287.36,2
1000039499,Categoria C1,commodity,1802.36,1
1000039499,Categoria C2,commodity,879.2,2
1000039665,Categoria C1,commodity,3410.04,1
1000039665,Categoria C2,commodity,9065.18,2
1000039696,Categoria C1,commodity,5683.4,1
1000039696,Categoria C2,commodity,21273.5,2
1000039707,Categoria C1,commodity,2223.12,1
1000039707,Categoria C2,commodity,23279.96,2
1000039893,Categoria C1,commodity,1802.36,1
1000039893,Categoria C2,commodity,3548.2,2
1000039922,Categoria C1,commodity,2223.12,1
1000039922,Categoria C2,commodity,10333.74,2
1000039979,Categoria C1,commodity,2223.12,1
1000039979,Categoria C2,commodity,38075.64,2
1000040015,Categoria C1,commodity,1802.36,1
1000040015,Categoria C2,commodity,879.2,2
1000040021,Categoria C1,commodity,2223.12,1
1000040021,Categoria C2,commodity,1086.44,2
1000040157,Categoria C1,commodity,3410.04,1
1000040157,Categoria C2,commodity,3978.38,2
1000040173,Categoria C1,commodity,2223.12,1
1000040173,Categoria C2,commodity,6634.82,2
1000040210,Categoria C1,commodity,3410.04,1
1000040210,Categoria C2,commodity,7215.72,2
1000040239,Categoria C1,commodity,1802.36,1
1000040239,Categoria C2,commodity,8277.04,2
1000040262,Categoria C1,commodity,2223.12,1
1000040262,Categoria C2,commodity,8484.28,2
1000040276,Categoria C1,commodity,2223.12,1
1000040276,Categoria C2,commodity,10333.74,2
1000040383,Categoria C1,commodity,2223.12,1
1000040383,Categoria C2,commodity,6424.44,2
1000040389,Categoria C1,commodity,2223.12,1
1000040389,Categoria C2,commodity,1086.44,2
1000040550,Categoria C1,commodity,2223.12,1
1000040550,Categoria C2,commodity,8484.28,2
1000040574,Categoria C1,commodity,1802.36,1
1000040574,Categoria C2,commodity,12902.26,2
1000040598,Categoria C1,commodity,1802.36,1
1000040598,Categoria C2,commodity,3548.2,2
1000040689,Categoria C1,commodity,1802.36,1
1000040689,Categoria C2,commodity,6427.58,2
1000040693,Categoria C1,commodity,1802.36,1
1000040693,Categoria C2,commodity,3548.2,2
1000040718,Categoria C1,commodity,2223.12,1
1000040718,Categoria C2,commodity,20507.34,2
1000040786,Categoria C1,commodity,2223.12,1
1000040786,Categoria C2,commodity,6424.44,2
1000040816,Categoria C1,commodity,2223.12,1
1000040816,Categoria C2,commodity,6424.44,2
1000040842,Categoria C1,commodity,2223.12,1
1000040842,Categoria C2,commodity,17916.84,2
1000041032,Categoria C1,commodity,2223.12,1
1000041032,Categoria C2,commodity,6424.44,2
1000041054,Categoria C1,commodity,4546.72,1
1000041054,Categoria C2,commodity,12899.12,2
1000041067,Categoria C1,commodity,2223.12,1
1000041067,Categoria C2,commodity,12183.2,2
1000041079,Categoria C1,commodity,1802.36,1
1000041079,Categoria C2,commodity,13825.42,2
1000041086,Categoria C1,commodity,2223.12,1
1000041086,Categoria C2,commodity,18287.36,2
1000041094,Categoria C1,commodity,3410.04,1
1000041094,Categoria C2,commodity,15539.86,2
1000041136,Categoria C1,commodity,2223.12,1
1000041136,Categoria C2,commodity,6424.44,2
1000041269,Categoria C1,commodity,2223.12,1
1000041269,Categoria C2,commodity,10333.74,2
1000041272,Categoria C1,commodity,2223.12,1
1000041272,Categoria C2,commodity,8484.28,2
1000041273,Categoria C1,commodity,3410.04,1
1000041273,Categoria C2,commodity,20161.94,2
1000041280,Categoria C1,commodity,3410.04,1
1000041280,Categoria C2,commodity,1667.34,2
1000041359,Categoria C1,commodity,2223.12,1
1000041359,Categoria C2,commodity,10333.74,2
1000041381,Categoria C1,commodity,3410.04,1
1000041381,Categoria C2,commodity,1667.34,2
1000041382,Categoria C1,commodity,3410.04,1
1000041382,Categoria C2,commodity,13225.68,2
1000041400,Categoria C1,commodity,3410.04,1
1000041400,Categoria C2,commodity,19791.42,2
1000041454,Categoria C1,commodity,2223.12,1
1000041454,Categoria C2,commodity,19581.04,2
1000041514,Categoria C1,commodity,1802.36,1
1000041514,Categoria C2,commodity,2728.66,2
1000041550,Categoria C1,commodity,2223.12,1
1000041550,Categoria C2,commodity,8022.7,2
1000041560,Categoria C1,commodity,2223.12,1
1000041560,Categoria C2,commodity,10333.74,2
1000041657,Categoria C1,commodity,2223.12,1
1000041657,Categoria C2,commodity,10333.74,2
1000041674,Categoria C1,commodity,1802.36,1
1000041674,Categoria C2,commodity,879.2,2
1000041716,Categoria C1,commodity,2223.12,1
1000041716,Categoria C2,commodity,10333.74,2
1000041726,Categoria C1,commodity,2223.12,1
1000041726,Categoria C2,commodity,6424.44,2
1000041827,Categoria C1,commodity,3410.04,1
1000041827,Categoria C2,commodity,8142.02,2
1000041833,Categoria C1,commodity,1802.36,1
1000041833,Categoria C2,commodity,3548.2,2
1000041851,Categoria C1,commodity,1802.36,1
1000041851,Categoria C2,commodity,879.2,2
1000041870,Categoria C1,commodity,3410.04,1
1000041870,Categoria C2,commodity,10914.64,2
1000041898,Categoria C1,commodity,2223.12,1
1000041898,Categoria C2,commodity,6424.44,2
1000041971,Categoria C1,commodity,2223.12,1
1000041971,Categoria C2,commodity,10333.74,2
1000041983,Categoria C1,commodity,1802.36,1
1000041983,Categoria C2,commodity,8277.04,2
1000042009,Categoria C1,commodity,3410.04,1
1000042009,Categoria C2,commodity,9674.34,2
1000042016,Categoria C1,commodity,2223.12,1
1000042016,Categoria C2,commodity,19672.1,2
1000042039,Categoria C1,commodity,2223.12,1
1000042039,Categoria C2,commodity,10333.74,2
1000042053,Categoria C1,commodity,1802.36,1
1000042053,Categoria C2,commodity,3548.2,2
1000042084,Categoria C1,commodity,2223.12,1
1000042084,Categoria C2,commodity,1086.44,2
1000042085,Categoria C1,commodity,3410.04,1
1000042085,Categoria C2,commodity,1667.34,2
1000042144,Categoria C1,commodity,1802.36,1
1000042144,Categoria C2,commodity,3548.2,2
1000042158,Categoria C1,commodity,2223.12,1
1000042158,Categoria C2,commodity,6424.44,2
1000042244,Categoria C1,commodity,3410.04,1
1000042244,Categoria C2,commodity,9674.34,2
1000042259,Categoria C1,commodity,2223.12,1
1000042259,Categoria C2,commodity,1086.44,2
1000042279,Categoria C1,commodity,0.0,1
1000042279,Categoria C2,commodity,3698.92,2
1000042306,Categoria C1,commodity,1802.36,1
1000042306,Categoria C2,commodity,879.2,2
1000042307,Categoria C1,commodity,1802.36,1
1000042307,Categoria C2,commodity,879.2,2
1000042311,Categoria C1,commodity,2223.12,1
1000042311,Categoria C2,commodity,6424.44,2
1000042326,Categoria C1,commodity,2223.12,1
1000042326,Categoria C2,commodity,6424.44,2
1000042335,Categoria C1,commodity,2223.12,1
1000042335,Categoria C2,commodity,8022.7,2
1000042336,Categoria C1,commodity,1802.36,1
1000042336,Categoria C2,commodity,879.2,2
1000042343,Categoria C1,commodity,2223.12,1
1000042343,Categoria C2,commodity,6634.82,2
1000042377,Categoria C1,commodity,2223.12,1
1000042377,Categoria C2,commodity,6424.44,2
1000042392,Categoria C1,commodity,2223.12,1
1000042392,Categoria C2,commodity,8484.28,2
1000042398,Categoria C1,commodity,2223.12,1
1000042398,Categoria C2,commodity,10333.74,2
1000042519,Categoria C1,commodity,2223.12,1
1000042519,Categoria C2,commodity,14958.96,2
1000042565,Categoria C1,commodity,2223.12,1
1000042565,Categoria C2,commodity,6424.44,2
1000042570,Categoria C1,commodity,2223.12,1
1000042570,Categoria C2,commodity,4785.36,2
1000042574,Categoria C1,commodity,3410.04,1
1000042574,Categoria C2,commodity,11840.94,2
1000042603,Categoria C1,commodity,5683.4,1
1000042603,Categoria C2,commodity,39768.1,2
1000042620,Categoria C1,commodity,3410.04,1
1000042620,Categoria C2,commodity,10914.64,2
1000042644,Categoria C1,commodity,3410.04,1
1000042644,Categoria C2,commodity,29409.24,2
1000042670,Categoria C1,commodity,2223.12,1
1000042670,Categoria C2,commodity,8484.28,2
1000042748,Categoria C1,commodity,2223.12,1
1000042748,Categoria C2,commodity,6424.44,2
1000042752,Categoria C1,commodity,3410.04,1
1000042752,Categoria C2,commodity,9674.34,2
1000042820,Categoria C1,commodity,2223.12,1
1000042820,Categoria C2,commodity,7096.4,2
1000042827,Categoria C1,commodity,2223.12,1
1000042827,Categoria C2,commodity,1086.44,2
1000042833,Categoria C1,commodity,2223.12,1
1000042833,Categoria C2,commodity,6424.44,2
1000042835,Categoria C1,commodity,2223.12,1
1000042835,Categoria C2,commodity,6424.44,2
1000042889,Categoria C1,commodity,1802.36,1
1000042889,Categoria C2,commodity,10126.5,2
1000042920,Categoria C1,commodity,2223.12,1
1000042920,Categoria C2,commodity,6424.44,2
1000042947,Categoria C1,commodity,2223.12,1
1000042947,Categoria C2,commodity,6424.44,2
1000042967,Categoria C1,commodity,2223.12,1
1000042967,Categoria C2,commodity,1086.44,2
1000042968,Categoria C1,commodity,1802.36,1
1000042968,Categoria C2,commodity,3548.2,2
1000043047,Categoria C1,commodity,2223.12,1
1000043047,Categoria C2,commodity,1086.44,2
1000043172,Categoria C1,commodity,3410.04,1
1000043172,Categoria C2,commodity,29409.24,2
1000043173,Categoria C1,commodity,2223.12,1
1000043173,Categoria C2,commodity,24206.26,2
1000043204,Categoria C1,commodity,3410.04,1
1000043204,Categoria C2,commodity,9674.34,2
1000043229,Categoria C1,commodity,2223.12,1
1000043229,Categoria C2,commodity,1086.44,2
1000043232,Categoria C1,commodity,1802.36,1
1000043232,Categoria C2,commodity,3548.2,2
1000043280,Categoria C1,commodity,1802.36,1
1000043280,Categoria C2,commodity,3548.2,2
1000044579,Categoria C1,commodity,2223.12,1
1000044579,Categoria C2,commodity,12644.78,2
1000044587,Categoria C1,commodity,2223.12,1
1000044587,Categoria C2,commodity,6424.44,2
1000044594,Categoria C1,commodity,2223.12,1
1000044594,Categoria C2,commodity,24206.26,2
1000046050,Categoria C1,commodity,2223.12,1
1000046050,Categoria C2,commodity,8484.28,2
1000046126,Categoria C1,commodity,2223.12,1
1000046126,Categoria C2,commodity,3397.48,2
1000046792,Categoria C1,commodity,2223.12,1
1000046792,Categoria C2,commodity,1086.44,2
1000048293,Categoria C1,commodity,3410.04,1
1000048293,Categoria C2,commodity,5827.84,2
1000048764,Categoria C1,commodity,3410.04,1
1000048764,Categoria C2,commodity,75645.74,2
1000050359,Categoria C1,commodity,3410.04,1
1000050359,Categoria C2,commodity,9674.34,2
1000050394,Categoria C1,commodity,1802.36,1
1000050394,Categoria C2,commodity,3548.2,2
1000051168,Categoria C1,commodity,2223.12,1
1000051168,Categoria C2,commodity,6424.44,2
1000051534,Categoria C1,commodity,2223.12,1
1000051534,Categoria C2,commodity,7096.4,2
1000051754,Categoria C1,commodity,1802.36,1
1000051754,Categoria C2,commodity,3548.2,2
1000051951,Categoria C1,commodity,4546.72,1
1000051951,Categoria C2,commodity,12899.12,2
1000051972,Categoria C1,commodity,1802.36,1
1000051972,Categoria C2,commodity,879.2,2
1000051994,Categoria C1,commodity,1802.36,1
1000051994,Categoria C2,commodity,5504.42,2
1000052451,Categoria C1,commodity,1802.36,1
1000052451,Categoria C2,commodity,3548.2,2
1000052454,Categoria C1,commodity,2223.12,1
1000052454,Categoria C2,commodity,3397.48,2
1000053130,Categoria C1,commodity,3410.04,1
1000053130,Categoria C2,commodity,9674.34,2
1000053136,Categoria C1,commodity,2223.12,1
1000053136,Categoria C2,commodity,20322.08,2
1000053457,Categoria C1,commodity,1802.36,1
1000053457,Categoria C2,commodity,19188.54,2
1000053469,Categoria C1,commodity,2223.12,1
1000053469,Categoria C2,commodity,10333.74,2
1000054867,Categoria C1,commodity,3410.04,1
1000054867,Categoria C2,commodity,1667.34,2
1000054868,Categoria C1,commodity,2223.12,1
1000054868,Categoria C2,commodity,10519.0,2
1000055021,Categoria C1,commodity,4546.72,1
1000055021,Categoria C2,commodity,12899.12,2
1000055530,Categoria C1,commodity,2223.12,1
1000055530,Categoria C2,commodity,6424.44,2
1000055638,Categoria C1,commodity,4546.72,1
1000055638,Categoria C2,commodity,48459.62,2
1000055899,Categoria C1,commodity,2223.12,1
1000055899,Categoria C2,commodity,8484.28,2
1000056206,Categoria C1,commodity,2223.12,1
1000056206,Categoria C2,commodity,6424.44,2
1000056227,Categoria C1,commodity,2223.12,1
1000056227,Categoria C2,commodity,6424.44,2
1000056229,Categoria C1,commodity,3410.04,1
1000056229,Categoria C2,commodity,18588.8,2
1000056231,Categoria C1,commodity,3410.04,1
1000056231,Categoria C2,commodity,6292.56,2
1000056254,Categoria C1,commodity,2223.12,1
1000056254,Categoria C2,commodity,10333.74,2
1000056276,Categoria C1,commodity,3410.04,1
1000056276,Categoria C2,commodity,29409.24,2
1000056305,Categoria C1,commodity,2223.12,1
1000056305,Categoria C2,commodity,6424.44,2
1000056328,Categoria C1,commodity,2223.12,1
1000056328,Categoria C2,commodity,6424.44,2
1000056374,Categoria C1,commodity,2223.12,1
1000056374,Categoria C2,commodity,10333.74,2
1000056400,Categoria C1,commodity,2223.12,1
1000056400,Categoria C2,commodity,7561.12,2
1000056408,Categoria C1,commodity,1802.36,1
1000056408,Categoria C2,commodity,879.2,2
1000056409,Categoria C1,commodity,2223.12,1
1000056409,Categoria C2,commodity,6424.44,2
1000056444,Categoria C1,commodity,2223.12,1
1000056444,Categoria C2,commodity,5246.94,2
1000056448,Categoria C1,commodity,2223.12,1
1000056448,Categoria C2,commodity,10333.74,2
1000056449,Categoria C1,commodity,2223.12,1
1000056449,Categoria C2,commodity,8484.28,2
1000056485,Categoria C1,commodity,2223.12,1
1000056485,Categoria C2,commodity,8484.28,2
1000056487,Categoria C1,commodity,1802.36,1
1000056487,Categoria C2,commodity,879.2,2
1000056521,Categoria C1,commodity,2223.12,1
1000056521,Categoria C2,commodity,7652.18,2
1000056599,Categoria C1,commodity,2223.12,1
1000056599,Categoria C2,commodity,13109.5,2
1000056600,Categoria C1,commodity,1802.36,1
1000056600,Categoria C2,commodity,3548.2,2
1000056618,Categoria C1,commodity,3410.04,1
1000056618,Categoria C2,commodity,15539.86,2
1000056699,Categoria C1,commodity,2223.12,1
1000056699,Categoria C2,commodity,2012.74,2
1000056700,Categoria C1,commodity,6820.08,1
1000056700,Categoria C2,commodity,19348.68,2
1000056711,Categoria C1,commodity,3410.04,1
1000056711,Categoria C2,commodity,9674.34,2
1000056723,Categoria C1,commodity,1802.36,1
1000056723,Categoria C2,commodity,17339.08,2
1000056724,Categoria C1,commodity,3410.04,1
1000056724,Categoria C2,commodity,12764.1,2
1000056752,Categoria C1,commodity,1802.36,1
1000056752,Categoria C2,commodity,879.2,2
1000056769,Categoria C1,commodity,2223.12,1
1000056769,Categoria C2,commodity,12644.78,2
1000056795,Categoria C1,commodity,1802.36,1
1000056795,Categoria C2,commodity,4578.12,2
1000056820,Categoria C1,commodity,2223.12,1
1000056820,Categoria C2,commodity,10333.74,2
1000056822,Categoria C1,commodity,2223.12,1
1000056822,Categoria C2,commodity,6634.82,2
1000056890,Categoria C1,commodity,3410.04,1
1000056890,Categoria C2,commodity,10914.64,2
1000056892,Categoria C1,commodity,2223.12,1
1000056892,Categoria C2,commodity,10333.74,2
1000056895,Categoria C1,commodity,2223.12,1
1000056895,Categoria C2,commodity,17731.58,2
1000056907,Categoria C1,commodity,1802.36,1
1000056907,Categoria C2,commodity,2728.66,2
1000056958,Categoria C1,commodity,2223.12,1
1000056958,Categoria C2,commodity,6424.44,2
1000056963,Categoria C1,commodity,3410.04,1
1000056963,Categoria C2,commodity,29409.24,2
1000056995,Categoria C1,commodity,2223.12,1
1000056995,Categoria C2,commodity,22171.54,2
1000057006,Categoria C1,commodity,1802.36,1
1000057006,Categoria C2,commodity,879.2,2
1000057018,Categoria C1,commodity,1802.36,1
1000057018,Categoria C2,commodity,10126.5,2
1000057197,Categoria C1,commodity,3410.04,1
1000057197,Categoria C2,commodity,9674.34,2
1000057213,Categoria C1,commodity,2223.12,1
1000057213,Categoria C2,commodity,6424.44,2
1000057225,Categoria C1,commodity,1802.36,1
1000057225,Categoria C2,commodity,970.26,2
1000057270,Categoria C1,commodity,2223.12,1
1000057270,Categoria C2,commodity,8484.28,2
1000057293,Categoria C1,commodity,2223.12,1
1000057293,Categoria C2,commodity,6424.44,2
1000057410,Categoria C1,commodity,1802.36,1
1000057410,Categoria C2,commodity,3548.2,2
1000057417,Categoria C1,commodity,2223.12,1
1000057417,Categoria C2,commodity,10333.74,2
1000057436,Categoria C1,commodity,1802.36,1
1000057436,Categoria C2,commodity,3548.2,2
1000057456,Categoria C1,commodity,2223.12,1
1000057456,Categoria C2,commodity,6634.82,2
1000057485,Categoria C1,commodity,1802.36,1
1000057485,Categoria C2,commodity,879.2,2
1000057510,Categoria C1,commodity,2223.12,1
1000057510,Categoria C2,commodity,6424.44,2
1000057514,Categoria C1,commodity,2223.12,1
1000057514,Categoria C2,commodity,24206.26,2
1000057515,Categoria C1,commodity,3410.04,1
1000057515,Categoria C2,commodity,15539.86,2
1000057609,Categoria C1,commodity,2223.12,1
1000057609,Categoria C2,commodity,6424.44,2
1000057629,Categoria C1,commodity,3410.04,1
1000057629,Categoria C2,commodity,20161.94,2
1000057666,Categoria C1,commodity,2223.12,1
1000057666,Categoria C2,commodity,17731.58,2
1000057667,Categoria C1,commodity,2223.12,1
1000057667,Categoria C2,commodity,6634.82,2
1000057753,Categoria C1,commodity,3410.04,1
1000057753,Categoria C2,commodity,7215.72,2
1000057826,Categoria C1,commodity,3410.04,1
1000057826,Categoria C2,commodity,20161.94,2
1000057832,Categoria C1,commodity,2223.12,1
1000057832,Categoria C2,commodity,6424.44,2
1000057850,Categoria C1,commodity,4546.72,1
1000057850,Categoria C2,commodity,12899.12,2
1000057910,Categoria C1,commodity,1802.36,1
1000057910,Categoria C2,commodity,3548.2,2
1000057937,Categoria C1,commodity,2223.12,1
1000057937,Categoria C2,commodity,3397.48,2
1000057942,Categoria C1,commodity,2223.12,1
1000057942,Categoria C2,commodity,6424.44,2
1000058015,Categoria C1,commodity,2223.12,1
1000058015,Categoria C2,commodity,6424.44,2
1000058038,Categoria C1,commodity,2223.12,1
1000058038,Categoria C2,commodity,6424.44,2
1000058045,Categoria C1,commodity,3410.04,1
1000058045,Categoria C2,commodity,6292.56,2
1000058063,Categoria C1,commodity,3410.04,1
1000058063,Categoria C2,commodity,1667.34,2
1000058065,Categoria C1,commodity,3410.04,1
1000058065,Categoria C2,commodity,9674.34,2
1000058080,Categoria C1,commodity,3410.04,1
1000058080,Categoria C2,commodity,1667.34,2
1000058091,Categoria C1,commodity,1802.36,1
1000058091,Categoria C2,commodity,3654.96,2
1000058092,Categoria C1,commodity,2223.12,1
1000058092,Categoria C2,commodity,6634.82,2
1000058106,Categoria C1,commodity,3410.04,1
1000058106,Categoria C2,commodity,38656.54,2
1000058116,Categoria C1,commodity,2223.12,1
1000058116,Categoria C2,commodity,6424.44,2
1000058120,Categoria C1,commodity,3410.04,1
1000058120,Categoria C2,commodity,9674.34,2
1000058131,Categoria C1,commodity,4546.72,1
1000058131,Categoria C2,commodity,12899.12,2
1000058132,Categoria C1,commodity,2223.12,1
1000058132,Categoria C2,commodity,10333.74,2
1000058135,Categoria C1,commodity,2223.12,1
1000058135,Categoria C2,commodity,6424.44,2
1000058161,Categoria C1,commodity,2223.12,1
1000058161,Categoria C2,commodity,12183.2,2
1000058195,Categoria C1,commodity,3410.04,1
1000058195,Categoria C2,commodity,1667.34,2
1000058198,Categoria C1,commodity,2223.12,1
1000058198,Categoria C2,commodity,1086.44,2
1000058199,Categoria C1,commodity,2223.12,1
1000058199,Categoria C2,commodity,6424.44,2
1000058223,Categoria C1,commodity,3410.04,1
1000058223,Categoria C2,commodity,34034.46,2
1000058229,Categoria C1,commodity,3410.04,1
1000058229,Categoria C2,commodity,29409.24,2
1000058239,Categoria C1,commodity,2223.12,1
1000058239,Categoria C2,commodity,3397.48,2
1000058271,Categoria C1,commodity,1802.36,1
1000058271,Categoria C2,commodity,6427.58,2
1000058295,Categoria C1,commodity,3410.04,1
1000058295,Categoria C2,commodity,18959.32,2
1000058311,Categoria C1,commodity,1802.36,1
1000058311,Categoria C2,commodity,879.2,2
1000058338,Categoria C1,commodity,2223.12,1
1000058338,Categoria C2,commodity,6424.44,2
1000058339,Categoria C1,commodity,3410.04,1
1000058339,Categoria C2,commodity,1667.34,2
1000058363,Categoria C1,commodity,2223.12,1
1000058363,Categoria C2,commodity,1086.44,2
1000058365,Categoria C1,commodity,2223.12,1
1000058365,Categoria C2,commodity,6424.44,2
1000058376,Categoria C1,commodity,1802.36,1
1000058376,Categoria C2,commodity,3548.2,2
1000058425,Categoria C1,commodity,2223.12,1
1000058425,Categoria C2,commodity,8484.28,2
1000058426,Categoria C1,commodity,3410.04,1
1000058426,Categoria C2,commodity,17850.9,2
1000058430,Categoria C1,commodity,3410.04,1
1000058430,Categoria C2,commodity,9674.34,2
1000058448,Categoria C1,commodity,2223.12,1
1000058448,Categoria C2,commodity,6634.82,2
1000058449,Categoria C1,commodity,2223.12,1
1000058449,Categoria C2,commodity,1086.44,2
1000058504,Categoria C1,commodity,2223.12,1
1000058504,Categoria C2,commodity,6634.82,2
1000058565,Categoria C1,commodity,2223.12,1
1000058565,Categoria C2,commodity,1086.44,2
1000058571,Categoria C1,commodity,2223.12,1
1000058571,Categoria C2,commodity,6424.44,2
1000058622,Categoria C1,commodity,2223.12,1
1000058622,Categoria C2,commodity,5711.66,2
1000058623,Categoria C1,commodity,2223.12,1
1000058623,Categoria C2,commodity,6424.44,2
1000058647,Categoria C1,commodity,3410.04,1
1000058647,Categoria C2,commodity,20161.94,2
1000058650,Categoria C1,commodity,1802.36,1
1000058650,Categoria C2,commodity,879.2,2
1000058696,Categoria C1,commodity,4546.72,1
1000058696,Categoria C2,commodity,9620.96,2
1000058743,Categoria C1,commodity,2223.12,1
1000058743,Categoria C2,commodity,3397.48,2
1000058746,Categoria C1,commodity,2223.12,1
1000058746,Categoria C2,commodity,6424.44,2
1000058783,Categoria C1,commodity,2223.12,1
1000058783,Categoria C2,commodity,1086.44,2
1000058785,Categoria C1,commodity,1802.36,1
1000058785,Categoria C2,commodity,879.2,2
1000058826,Categoria C1,commodity,1802.36,1
1000058826,Categoria C2,commodity,879.2,2
1000058932,Categoria C1,commodity,1802.36,1
1000058932,Categoria C2,commodity,1805.5,2
1000058933,Categoria C1,commodity,3410.04,1
1000058933,Categoria C2,commodity,12764.1,2
1000059065,Categoria C1,commodity,2223.12,1
1000059065,Categoria C2,commodity,6424.44,2
