client_id,product_category,product_type,postal_code,province,in_clients_master,client_master_conflict,has_category_potential,potential_value,potential_family_count,has_observed_sales,first_observed_date,last_observed_date,active_days,invoice_count,product_count,purchase_units_total,purchase_value_total,refund_units_total,refund_value_total,non_purchase_signal_count,campaign_purchase_value_total
1000077065,Categoria C1,commodity,38435,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2022-04-25,2022-05-30,3,3,2,2,258.17,1,172.67,0,0.0
27724,Categoria C1,commodity,35004,Las Palmas,True,False,True,2223.12,1,True,2021-02-01,2025-07-09,7,8,3,8,1232.88,1,137.78,0,0.0
1000056822,Categoria C2,commodity,38280,Sta.Cruz Tenerife,True,False,True,6634.82,2,True,2021-01-05,2025-12-12,58,57,2,960,48407.36,0,0.0,5,2332.51
25542,Categoria C1,commodity,35004,Las Palmas,True,False,True,4546.72,1,True,2021-03-22,2025-12-04,30,30,4,455,29983.94,11,909.38,0,894.99
41947,Categoria C1,commodity,38679,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2022-07-28,2022-08-31,3,2,3,6,650.36,0,650.36,4,0.0
41947,Categoria T1,technical,38679,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2022-07-28,2022-08-05,2,2,1,2,1105.69,0,1105.69,1,0.0
7649,Categoria C1,commodity,35007,Las Palmas,True,False,True,2223.12,1,True,2021-04-06,2025-09-02,10,9,3,49,5590.84,5,551.13,1,0.0
39031,Categoria C1,commodity,38650,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-01-18,2025-11-24,19,19,3,118,11747.92,5,352.31,0,1367.91
1000082218,Categoria T1,technical,35500,Las Palmas,True,False,False,0.0,0,True,2022-01-22,2025-12-18,18,18,4,18,9070.22,1,743.21,0,0.0
1000067138,Categoria T1,technical,38400,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2022-11-21,2023-06-27,5,4,2,6,2042.83,3,1141.7,1,380.57
1954,Categoria C2,commodity,35500,Las Palmas,True,False,True,16095.64,2,True,2022-09-20,2025-09-29,8,8,2,72,2850.05,12,755.86,1,0.0
23112,Categoria T1,technical,38010,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-01-12,2025-11-13,44,44,3,81,28276.4,1,529.84,0,1311.32
1000100089,Categoria C1,commodity,38700,Sta.Cruz Tenerife,True,False,True,4546.72,1,True,2023-01-24,2025-09-18,11,11,3,133,10637.44,17,1286.14,0,0.0
1000081873,Categoria C1,commodity,38003,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-06-04,2023-12-05,8,8,3,45,4910.3,6,681.25,0,681.25
1000077380,Categoria T1,technical,35109,Las Palmas,True,False,False,0.0,0,True,2021-08-04,2025-12-10,4,4,2,4,3202.68,1,842.31,0,0.0
1000058783,Categoria C1,commodity,35550,Las Palmas,True,False,True,2223.12,1,True,2021-02-09,2025-04-23,6,7,1,60,5582.29,15,0.0,2,992.05
1818,Categoria C1,commodity,35130,Las Palmas,True,False,True,2223.12,1,True,2021-01-25,2025-02-14,16,16,3,56,5938.86,0,0.0,0,172.67
5787,Categoria T1,technical,35100,Las Palmas,True,False,False,0.0,0,True,2021-01-07,2025-12-09,20,20,2,39,13443.25,0,0.0,0,0.0
1000080471,Categoria C1,commodity,35100,Las Palmas,True,False,True,2223.12,1,True,2021-02-17,2025-02-12,12,12,3,95,7658.35,0,0.0,0,0.0
29734,Categoria C1,commodity,38320,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-03-18,2025-11-24,20,20,2,114,13434.14,0,0.0,0,0.0
33575,Categoria C1,commodity,35019,Las Palmas,True,False,True,3410.04,1,True,2021-02-03,2025-04-24,22,22,3,43,5410.78,0,0.0,0,137.78
1000074494,Categoria C1,commodity,35625,Las Palmas,True,False,True,2223.12,1,True,2021-02-24,2025-11-06,29,29,3,191,16325.97,0,0.0,0,868.5
1000100366,Categoria T1,technical,38003,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2023-08-03,2025-11-05,13,13,5,21,9067.18,0,0.0,0,0.0
17116,Categoria C1,commodity,38660,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-03-02,2025-12-05,15,16,2,189,11295.43,0,0.0,0,0.0
29747,Categoria C1,commodity,38390,Sta.Cruz Tenerife,True,False,True,4546.72,1,True,2021-01-20,2025-11-21,32,32,4,196,17047.41,0,0.0,0,1035.61
1000071342,Categoria C1,commodity,38007,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-02-11,2025-10-01,18,17,3,43,4743.74,0,0.0,1,0.0
21609,Categoria T1,technical,38005,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-01-12,2025-10-16,21,22,3,27,8847.67,0,0.0,0,0.0
1000069873,Categoria T1,technical,38300,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-04-16,2025-10-13,9,9,2,45,13676.63,0,0.0,0,3003.95
27941,Categoria C1,commodity,38001,Sta.Cruz Tenerife,True,False,True,4546.72,1,True,2021-03-09,2025-11-20,28,28,4,79,7144.75,0,0.0,0,194.05
41522,Categoria C1,commodity,38010,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-01-20,2025-09-30,15,15,5,94,10580.79,0,0.0,0,761.99
41522,Categoria T1,technical,38010,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-02-09,2024-11-14,4,4,3,13,4506.63,0,0.0,0,0.0
1000066257,Categoria C1,commodity,38370,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-04-07,2025-12-04,8,8,3,58,6297.2,0,0.0,0,1017.14
1000066475,Categoria C1,commodity,38002,Sta.Cruz Tenerife,True,False,True,4546.72,1,True,2021-01-13,2025-12-12,53,53,5,167,16313.05,0,0.0,0,761.89
1000076211,Categoria C2,commodity,35012,Las Palmas,True,False,True,15539.86,2,True,2021-07-20,2025-10-21,8,8,2,99,4309.08,0,0.0,0,0.0
1000077269,Categoria C1,commodity,35011,Las Palmas,True,False,True,2223.12,1,True,2021-04-05,2025-10-13,19,19,4,58,4901.17,0,0.0,0,306.56
1000078634,Categoria C2,commodity,38008,Sta.Cruz Tenerife,True,False,True,1086.44,2,True,2021-02-09,2025-02-19,9,9,1,30,3085.99,0,0.0,0,0.0
1000080390,Categoria T1,technical,38770,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-01-13,2024-10-31,19,19,4,91,33696.86,0,0.0,0,3153.82
1000081781,Categoria C2,commodity,38760,Sta.Cruz Tenerife,True,False,True,9065.18,2,True,2021-06-08,2025-11-13,36,35,2,584,26042.14,0,0.0,3,934.84
1000081802,Categoria C1,commodity,38360,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-02-24,2025-12-01,16,16,1,16,2268.75,0,0.0,0,0.0
6360,Categoria C2,commodity,35002,Las Palmas,True,False,True,6292.56,2,True,2022-05-16,2025-11-25,11,11,1,132,4781.4,0,0.0,0,0.0
6360,Categoria T1,technical,35002,Las Palmas,True,False,False,0.0,0,True,2021-01-27,2025-11-28,19,19,3,50,18275.01,0,0.0,0,1952.61
8177,Categoria C1,commodity,35013,Las Palmas,True,False,True,4546.72,1,True,2021-05-11,2025-12-09,15,15,4,245,17803.38,0,0.0,0,800.61
18765,Categoria C1,commodity,38686,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-03-16,2025-10-13,16,16,2,99,9577.84,0,0.0,0,0.0
21796,Categoria C1,commodity,38760,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-12-03,2025-04-10,7,7,3,29,3741.9,0,0.0,0,0.0
1000066316,Categoria C1,commodity,35509,Las Palmas,True,False,True,3410.04,1,True,2021-01-18,2025-12-02,16,16,3,151,14050.49,0,0.0,0,2012.81
1000080912,Categoria C1,commodity,35100,Las Palmas,True,False,True,2223.12,1,True,2021-02-09,2025-10-24,25,25,2,90,11187.0,0,0.0,0,986.72
1000082756,Categoria C1,commodity,38687,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2023-04-12,2025-09-19,5,5,3,46,3007.59,0,0.0,0,0.0
1000100448,Categoria C1,commodity,38380,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2024-01-12,2025-10-01,6,6,2,17,1855.16,0,0.0,0,321.25
2432,Categoria C2,commodity,38007,Sta.Cruz Tenerife,True,False,True,879.2,2,True,2021-01-12,2025-02-10,11,11,1,39,4290.43,0,0.0,0,0.0
1865,Categoria C1,commodity,35011,Las Palmas,True,False,True,2223.12,1,True,2021-04-08,2025-03-20,3,3,2,6,967.19,0,0.0,0,0.0
8757,Categoria C1,commodity,38003,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-01-15,2025-11-25,23,23,3,151,11157.06,0,0.0,0,0.0
8757,Categoria C2,commodity,38003,Sta.Cruz Tenerife,True,False,True,18312.48,2,True,2021-03-18,2025-11-25,19,18,2,247,14045.66,0,0.0,1,0.0
25307,Categoria T1,technical,35004,Las Palmas,True,False,False,0.0,0,True,2021-02-05,2025-12-15,72,73,4,360,95039.76,0,0.0,0,3949.08
1000076997,Categoria C1,commodity,35004,Las Palmas,True,False,True,3410.04,1,True,2021-03-01,2025-11-12,21,20,4,271,22787.2,0,0.0,1,0.0
1000082763,Categoria C1,commodity,38800,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2022-12-23,2025-11-27,10,10,3,63,6987.33,0,0.0,0,1364.46
1000100256,Categoria T1,technical,38005,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2023-05-19,2025-07-14,5,5,2,20,7673.84,0,0.0,0,0.0
1954,Categoria C1,commodity,35500,Las Palmas,True,False,True,4546.72,1,True,2021-06-03,2025-09-29,16,16,2,103,11797.35,0,0.0,0,1726.75
1000069873,Categoria C1,commodity,38300,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-03-11,2025-11-24,17,17,4,125,9643.78,0,0.0,0,610.74
1000100265,Categoria C1,commodity,35007,Las Palmas,True,False,True,3410.04,1,True,2023-05-25,2025-09-29,6,6,3,90,6994.8,0,0.0,0,0.0
1908,Categoria C1,commodity,35500,Las Palmas,True,False,True,3410.04,1,True,2024-01-18,2024-11-18,2,2,2,12,1209.97,0,0.0,0,0.0
37627,Categoria C1,commodity,38350,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-02-23,2025-07-30,12,12,4,96,7557.5,0,0.0,0,662.35
39685,Categoria C1,commodity,38700,Sta.Cruz Tenerife,True,False,True,1802.36,1,True,2022-01-20,2025-10-16,14,15,3,135,14167.37,0,0.0,0,0.0
1000061342,Categoria C1,commodity,38370,Sta.Cruz Tenerife,True,False,True,1802.36,1,True,2021-03-09,2025-10-09,12,12,4,70,7851.6,0,0.0,0,0.0
1000080024,Categoria C1,commodity,38005,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-04-07,2024-11-05,10,10,2,31,4079.92,0,0.0,0,0.0
1000081149,Categoria C1,commodity,38004,Sta.Cruz Tenerife,True,False,True,9093.44,1,True,2021-03-02,2025-12-12,26,26,5,129,16112.48,0,0.0,0,633.84
2424,Categoria C1,commodity,38700,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-03-02,2025-02-27,9,9,1,25,3090.59,0,0.0,0,0.0
1000069451,Categoria C1,commodity,35500,Las Palmas,True,False,True,3410.04,1,True,2021-09-16,2024-01-19,2,2,3,16,1411.26,0,0.0,0,0.0
1000082578,Categoria T1,technical,38400,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2022-07-26,2025-06-24,17,17,8,79,29526.6,0,0.0,1,3277.85
1000100513,Categoria C1,commodity,35006,Las Palmas,True,False,True,4546.72,1,True,2023-11-14,2025-07-01,6,6,2,81,7242.09,0,0.0,0,0.0
2309,Categoria T1,technical,38003,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2024-01-22,2025-12-10,9,9,3,10,4022.79,0,0.0,1,972.77
20012,Categoria C1,commodity,38004,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-03-19,2025-07-14,9,9,3,51,4965.04,0,0.0,0,0.0
1000067856,Categoria C1,commodity,35010,Las Palmas,True,False,True,4546.72,1,True,2024-01-22,2024-01-22,1,1,1,1,88.96,0,0.0,0,0.0
1000067856,Categoria T1,technical,35010,Las Palmas,True,False,False,0.0,0,True,2021-04-09,2025-12-03,15,15,2,20,17738.34,0,0.0,0,0.0
1000075662,Categoria C1,commodity,38660,Sta.Cruz Tenerife,True,False,True,4546.72,1,True,2021-03-15,2025-10-02,24,24,2,58,8102.2,0,0.0,0,0.0
22540,Categoria T1,technical,38679,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-10-22,2024-11-14,6,6,3,9,4566.67,0,0.0,0,947.03
1000062631,Categoria C1,commodity,35109,Las Palmas,True,False,True,2223.12,1,True,2021-06-29,2025-10-28,4,4,2,24,2031.07,0,0.0,0,0.0
1000066853,Categoria T1,technical,38679,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2022-08-05,2025-10-03,17,17,5,90,30634.41,0,0.0,1,2354.47
6208,Categoria C1,commodity,38300,Sta.Cruz Tenerife,True,False,True,9093.44,1,True,2021-01-14,2025-12-12,38,38,4,434,33641.36,0,0.0,0,2517.4
7135,Categoria C1,commodity,38639,Sta.Cruz Tenerife,True,False,True,4546.72,1,True,2021-02-12,2025-09-11,19,19,3,209,13658.66,0,0.0,0,0.0
7135,Categoria C2,commodity,38639,Sta.Cruz Tenerife,True,False,True,18868.26,2,True,2021-01-22,2025-12-11,41,41,2,630,28029.5,0,0.0,0,0.0
10052,Categoria C1,commodity,38530,Sta.Cruz Tenerife,True,False,True,4546.72,1,True,2021-01-15,2025-07-24,24,24,3,202,18137.74,0,0.0,0,816.44
11473,Categoria C1,commodity,38300,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-04-29,2025-12-23,9,9,2,135,9987.69,0,0.0,0,0.0
18747,Categoria C2,commodity,38686,Sta.Cruz Tenerife,True,False,True,1667.34,2,True,2021-08-09,2025-11-13,24,24,2,291,12004.15,0,0.0,0,0.0
41053,Categoria T1,technical,38508,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-01-11,2025-09-09,26,26,8,137,48090.15,0,0.0,0,3541.3
15351,Categoria C1,commodity,38002,Sta.Cruz Tenerife,True,False,True,5683.4,1,True,2021-01-20,2025-11-04,31,31,3,189,14410.42,0,0.0,0,820.8
15351,Categoria C2,commodity,38002,Sta.Cruz Tenerife,True,False,True,67510.0,2,True,2022-05-13,2024-12-19,8,8,1,51,4543.04,0,0.0,0,0.0
15351,Categoria T1,technical,38002,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-01-27,2025-10-01,26,26,2,198,67704.26,0,0.0,0,3356.78
1000040157,Categoria T1,technical,38632,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2024-01-25,2024-01-25,1,1,2,2,876.35,0,0.0,0,0.0
1000058696,Categoria T1,technical,38003,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-02-03,2025-11-10,25,25,2,122,35882.33,0,0.0,0,2455.64
1000059994,Categoria T1,technical,38710,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2021-02-04,2025-12-09,29,29,6,181,55114.53,0,0.0,0,4106.27
1000077538,Categoria C1,commodity,38400,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-01-08,2025-11-21,18,18,4,125,12619.6,0,0.0,0,1402.58
1000077538,Categoria C2,commodity,38400,Sta.Cruz Tenerife,True,False,True,28828.34,2,True,2021-11-12,2025-02-28,8,8,2,39,3029.82,0,0.0,0,290.73
1000079040,Categoria C1,commodity,38200,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-06-03,2024-12-10,6,6,3,54,5223.14,0,0.0,0,0.0
1000081979,Categoria T1,technical,35200,Las Palmas,True,False,False,0.0,0,True,2021-02-22,2025-10-20,17,17,2,100,33541.7,0,0.0,0,2982.15
2437,Categoria C1,commodity,38201,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-02-17,2025-08-19,14,14,2,15,1581.41,0,0.0,0,88.96
1000070961,Categoria C1,commodity,38911,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2022-01-20,2025-07-30,3,3,2,18,1417.43,0,0.0,0,0.0
1000076201,Categoria C1,commodity,38639,Sta.Cruz Tenerife,True,False,True,1802.36,1,True,2021-01-05,2025-12-02,29,29,3,105,13913.06,0,0.0,0,0.0
1000080927,Categoria C1,commodity,35002,Las Palmas,True,False,True,2223.12,1,True,2021-05-13,2025-09-11,20,20,3,28,3486.88,0,0.0,0,0.0
1000080927,Categoria T1,technical,35002,Las Palmas,True,False,False,0.0,0,True,2021-01-20,2025-03-24,21,21,4,33,13246.92,0,0.0,0,475.14
2363,Categoria C1,commodity,38300,Sta.Cruz Tenerife,True,False,True,3410.04,1,True,2021-01-14,2025-06-12,17,17,5,108,9173.95,0,0.0,0,0.0
32000,Categoria C1,commodity,38005,Sta.Cruz Tenerife,True,False,True,2223.12,1,True,2021-01-15,2025-11-05,29,29,4,181,16719.43,0,0.0,0,0.0
32501,Categoria C2,commodity,35500,Las Palmas,True,False,True,2223.12,2,True,2021-01-07,2025-12-18,60,59,2,1014,42559.71,0,0.0,3,3019.86
1000077888,Categoria T1,technical,38611,Sta.Cruz Tenerife,True,False,False,0.0,0,True,2023-10-03,2024-01-29,4,4,2,18,6775.36,0,0.0,0,0.0
