client_id,date,product_category,product_type,postal_code,province,in_clients_master,client_master_conflict,has_category_potential,potential_value,potential_family_count,invoice_count,product_count,purchase_units,purchase_value,refund_units,refund_value,signed_units,signed_value,refund_row_count,non_purchase_signal_count,campaign,is_campaign_period
1000036781,2021-05-07,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,24,864.54,0,0.0,24,864.54,0,0,,False
1000036781,2021-07-21,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,432.25,0,0.0,12,432.25,0,0,,False
1000036781,2021-11-12,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,432.25,0,0.0,12,432.25,0,0,,False
1000036781,2022-01-26,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,436.55,0,0.0,12,436.55,0,0,,False
1000036781,2022-04-26,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,436.55,0,0.0,12,436.55,0,0,,False
1000036781,2022-07-26,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,436.55,0,0.0,12,436.55,0,0,,False
1000036781,2022-10-28,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,436.55,0,0.0,12,436.55,0,0,,False
1000036781,2023-01-10,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,453.98,0,0.0,12,453.98,0,0,,False
1000036781,2023-05-12,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,453.98,0,0.0,12,453.98,0,0,,False
1000036781,2023-09-06,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,2,15,699.62,0,0.0,15,699.62,0,0,,False
1000036781,2023-12-21,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,453.98,0,0.0,12,453.98,0,0,,False
1000036781,2024-04-26,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,2,15,698.93,0,0.0,15,698.93,0,0,,False
1000036781,2024-09-25,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,463.02,0,0.0,12,463.02,0,0,,False
1000036781,2025-01-07,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,477.03,0,0.0,12,477.03,0,0,,False
1000036781,2025-04-15,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,2,15,720.07,0,0.0,15,720.07,0,0,,False
1000036781,2025-09-23,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,12,477.03,0,0.0,12,477.03,0,0,,False
1000036781,2025-12-15,Categoria C2,commodity,30820,Murcia,True,False,True,6424.44,2,1,1,3,324.05,0,0.0,3,324.05,0,0,,False
1000036869,2021-01-19,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,4,1510.53,0,0.0,4,1510.53,0,0,,False
1000036869,2021-09-08,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,5,1798.31,0,0.0,5,1798.31,0,0,,False
1000036869,2021-12-13,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,6,1970.19,0,0.0,6,1970.19,0,0,,False
1000036869,2022-06-07,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,4,1510.53,0,0.0,4,1510.53,0,0,,False
1000036869,2022-11-22,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,5,1798.31,0,0.0,5,1798.31,0,0,,False
1000036869,2023-05-31,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,2,709.45,0,0.0,2,709.45,0,0,,False
1000036869,2024-01-17,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,1,1,468.14,0,0.0,1,468.14,0,0,,False
1000036869,2024-04-25,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,3,1032.28,0,0.0,3,1032.28,0,0,,False
1000036869,2024-09-10,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,5,1775.32,0,0.0,5,1775.32,0,0,,False
1000036869,2025-03-26,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,4,1608.97,0,0.0,4,1608.97,0,0,,False
1000036869,2025-06-10,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,2,4,1608.97,0,0.0,4,1608.97,0,0,,False
1000036869,2025-11-11,Categoria T1,technical,25005,Lleida,True,False,False,0.0,0,1,1,4,1233.49,0,0.0,4,1233.49,0,0,,False
1000036870,2021-05-06,Categoria C1,commodity,50830,Zaragoza,True,False,True,2223.12,1,1,1,2,299.87,0,0.0,2,299.87,0,0,,False
1000036870,2021-10-20,Categoria C1,commodity,50830,Zaragoza,True,False,True,2223.12,1,1,1,5,342.01,0,0.0,5,342.01,0,0,,False
1000036870,2022-11-18,Categoria C1,commodity,50830,Zaragoza,True,False,True,2223.12,1,1,1,5,342.01,0,0.0,5,342.01,0,0,,False
1000036870,2024-01-22,Categoria C1,commodity,50830,Zaragoza,True,False,True,2223.12,1,1,1,5,355.82,0,0.0,5,355.82,0,0,,False
1000036870,2025-02-25,Categoria C1,commodity,50830,Zaragoza,True,False,True,2223.12,1,1,2,5,447.42,0,0.0,5,447.42,0,0,,False
1000036870,2025-08-06,Categoria C1,commodity,50830,Zaragoza,True,False,True,2223.12,1,1,2,5,460.82,0,0.0,5,460.82,0,0,,False
1000036870,2025-12-02,Categoria C1,commodity,50830,Zaragoza,True,False,True,2223.12,1,1,3,13,864.79,0,0.0,13,864.79,0,0,,False
1000036961,2021-05-07,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,2,5,551.13,0,0.0,5,551.13,0,0,,False
1000036961,2023-10-17,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,1,3,425.78,0,0.0,3,425.78,0,0,,False
1000036961,2024-06-06,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,2,5,573.37,0,0.0,5,573.37,0,0,,False
1000036961,2024-09-17,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,2,5,573.37,0,0.0,5,573.37,0,0,,False
1000036961,2024-12-03,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,4,5,561.75,0,0.0,5,561.75,0,0,,False
1000036961,2025-03-04,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,2,5,590.57,0,0.0,5,590.57,0,0,,False
1000036961,2025-06-13,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,2,5,590.57,0,0.0,5,590.57,0,0,,False
1000036961,2025-09-17,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,2,5,590.57,0,0.0,5,590.57,0,0,,False
1000036961,2025-11-05,Categoria C1,commodity,43870,Tarragona,True,False,True,2223.12,1,1,2,5,590.57,0,0.0,5,590.57,0,0,,False
1000036997,2021-02-02,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,2,7,687.94,0,0.0,7,687.94,0,0,,False
1000036997,2021-04-08,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,2,7,520.61,0,0.0,7,520.61,0,0,,False
1000036997,2021-06-16,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,2,7,729.74,0,0.0,7,729.74,0,0,,False
1000036997,2021-12-15,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,7,757.65,0,0.0,7,757.65,0,0,,False
1000036997,2022-03-25,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,7,715.86,0,0.0,7,715.86,0,0,2022_1,True
1000036997,2022-06-23,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,2,7,604.29,0,0.0,7,604.29,0,0,,False
1000036997,2022-12-12,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,2,7,646.12,0,0.0,7,646.12,0,0,,False
1000036997,2023-02-13,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,2,7,622.48,0,0.0,7,622.48,0,0,,False
1000036997,2023-05-10,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,2,7,665.55,0,0.0,7,665.55,0,0,,False
1000036997,2023-08-29,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,7,723.01,0,0.0,7,723.01,0,0,,False
1000036997,2024-03-14,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,10,932.83,0,0.0,10,932.83,0,0,2024_1,True
1000036997,2024-06-12,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,10,971.99,0,0.0,10,971.99,0,0,,False
1000036997,2024-10-30,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,11,1103.94,0,0.0,11,1103.94,0,0,,False
1000036997,2025-02-20,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,1,5,609.19,0,0.0,5,609.19,0,0,,False
1000036997,2025-05-19,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,12,1243.37,0,0.0,12,1243.37,0,0,,False
1000036997,2025-10-16,Categoria C1,commodity,28004,Madrid,True,False,True,2223.12,1,1,3,11,1247.3,0,0.0,11,1247.3,0,0,,False
1000036998,2024-07-16,Categoria T1,technical,10840,Cáceres,True,False,False,0.0,0,1,1,1,335.92,0,0.0,1,335.92,0,0,,False
1000037112,2021-01-07,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,413.35,0,0.0,3,413.35,0,0,,False
1000037112,2021-01-07,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,460.7,0,0.0,1,460.7,0,0,,False
1000037112,2021-01-15,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,1539.35,0,0.0,2,1539.35,0,0,,False
1000037112,2021-02-02,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,256.51,0,0.0,3,256.51,0,0,,False
1000037112,2021-03-08,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,323.86,0,0.0,3,323.86,0,0,,False
1000037112,2021-03-08,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2021-04-01,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1382.1,0,0.0,3,1382.1,0,0,,False
1000037112,2021-04-22,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,413.35,0,0.0,3,413.35,0,0,,False
1000037112,2021-04-22,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,460.7,0,0.0,1,460.7,0,0,,False
1000037112,2021-05-19,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,256.51,0,0.0,3,256.51,0,0,,False
1000037112,2021-05-19,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,460.7,0,0.0,1,460.7,0,0,,False
1000037112,2021-06-10,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2021-06-25,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,460.7,0,0.0,1,460.7,0,0,,False
1000037112,2021-07-14,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,413.35,0,0.0,3,413.35,0,0,,False
1000037112,2021-09-06,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2021-09-07,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,287.88,0,0.0,3,287.88,0,0,,False
1000037112,2021-09-22,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,460.7,0,0.0,1,460.7,0,0,,False
1000037112,2021-10-14,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1382.1,0,0.0,3,1382.1,0,0,,False
1000037112,2021-11-03,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,413.35,0,0.0,3,413.35,0,0,,False
1000037112,2021-11-05,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,256.51,0,0.0,3,256.51,0,0,,False
1000037112,2021-11-18,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,0,0.0,3,413.35,-3,-413.35,1,0,,False
1000037112,2021-12-03,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,413.35,0,0.0,3,413.35,0,0,,False
1000037112,2021-12-03,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1382.1,0,0.0,3,1382.1,0,0,,False
1000037112,2022-01-03,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,287.88,0,0.0,3,287.88,0,0,,False
1000037112,2022-01-03,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,460.7,0,0.0,1,460.7,0,0,,False
1000037112,2022-01-31,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,0,0.0,0,0.0,0,0.0,0,1,,False
1000037112,2022-01-31,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,0,0.0,0,0.0,0,0.0,0,1,,False
1000037112,2022-02-09,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1382.1,0,0.0,3,1382.1,0,0,,False
1000037112,2022-03-04,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2022-03-22,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,4,446.57,0,0.0,4,446.57,0,0,2022_1,True
1000037112,2022-03-25,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,2022_1,True
1000037112,2022-04-05,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,290.73,0,0.0,3,290.73,0,0,,False
1000037112,2022-04-27,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2022-06-01,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,5,467.48,0,0.0,5,467.48,0,0,,False
1000037112,2022-06-01,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1382.1,0,0.0,3,1382.1,0,0,,False
1000037112,2022-07-01,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2022-09-05,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,1,85.5,0,0.0,1,85.5,0,0,,False
1000037112,2022-09-05,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,290.73,0,0.0,3,290.73,0,0,,False
1000037112,2022-09-21,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2022-10-03,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,413.35,0,0.0,3,413.35,0,0,,False
1000037112,2022-10-03,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,460.7,0,0.0,1,460.7,0,0,,False
1000037112,2022-10-13,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,256.51,0,0.0,3,256.51,0,0,,False
1000037112,2022-10-21,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2022-11-09,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,2,921.4,0,0.0,2,921.4,0,0,,False
1000037112,2022-11-15,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,290.73,0,0.0,3,290.73,0,0,,False
1000037112,2022-12-12,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,4,1842.8,0,0.0,4,1842.8,0,0,,False
1000037112,2023-01-25,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,5,438.46,0,0.0,5,438.46,0,0,,False
1000037112,2023-01-25,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,949.07,0,0.0,2,949.07,0,0,,False
1000037112,2023-02-08,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,302.35,0,0.0,3,302.35,0,0,,False
1000037112,2023-03-08,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,949.07,0,0.0,2,949.07,0,0,,False
1000037112,2023-04-04,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,2,283.86,0,0.0,2,283.86,0,0,,False
1000037112,2023-04-17,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1423.59,0,0.0,3,1423.59,0,0,,False
1000037112,2023-04-18,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,302.35,0,0.0,3,302.35,0,0,,False
1000037112,2023-05-26,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1423.59,0,0.0,3,1423.59,0,0,,False
1000037112,2023-06-06,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,5,481.55,0,0.0,5,481.55,0,0,,False
1000037112,2023-06-23,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,6,529.09,0,0.0,6,529.09,0,0,,False
1000037112,2023-06-28,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,949.07,0,0.0,2,949.07,0,0,,False
1000037112,2023-09-04,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1423.59,0,0.0,3,1423.59,0,0,,False
1000037112,2023-10-03,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,2,283.86,0,0.0,2,283.86,0,0,,False
1000037112,2023-10-03,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,4,1898.1,0,0.0,4,1898.1,0,0,,False
1000037112,2023-10-04,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,264.23,0,0.0,3,264.23,0,0,,False
1000037112,2023-11-22,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1423.59,0,0.0,3,1423.59,0,0,,False
1000037112,2023-12-05,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,1,177.85,0,0.0,1,177.85,0,0,,False
1000037112,2023-12-05,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,6,529.09,0,0.0,6,529.09,0,0,,False
1000037112,2024-02-02,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,5,486.36,0,0.0,5,486.36,0,0,,False
1000037112,2024-02-02,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,968.03,0,0.0,2,968.03,0,0,,False
1000037112,2024-02-21,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,968.03,0,0.0,2,968.03,0,0,,False
1000037112,2024-04-02,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,5,486.36,0,0.0,5,486.36,0,0,,False
1000037112,2024-05-09,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,484.03,0,0.0,1,484.03,0,0,,False
1000037112,2024-05-22,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1461.73,0,0.0,3,1461.73,0,0,,False
1000037112,2024-06-19,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1461.73,0,0.0,3,1461.73,0,0,,False
1000037112,2024-07-03,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,2,177.91,0,0.0,2,177.91,0,0,,False
1000037112,2024-07-03,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,6,550.47,0,0.0,6,550.47,0,0,,False
1000037112,2024-09-03,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1461.73,0,0.0,3,1461.73,0,0,,False
1000037112,2024-10-01,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,5,486.36,0,0.0,5,486.36,0,0,,False
1000037112,2025-01-08,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,1,3,266.87,0,0.0,3,266.87,0,0,,False
1000037112,2025-01-08,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,324.05,0,0.0,3,324.05,0,0,,False
1000037112,2025-02-12,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,5,529.84,0,0.0,5,529.84,0,0,,False
1000037112,2025-03-04,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,2,3,1490.96,0,0.0,3,1490.96,0,0,,False
1000037112,2025-04-01,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,3,324.05,0,0.0,3,324.05,0,0,,False
1000037112,2025-04-01,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,987.4,0,0.0,2,987.4,0,0,,False
1000037112,2025-05-05,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,3,1481.11,0,0.0,3,1481.11,0,0,,False
1000037112,2025-06-04,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,2,987.4,0,0.0,2,987.4,0,0,,False
1000037112,2025-07-04,Categoria C1,commodity,28043,Madrid,True,False,True,2223.12,1,1,2,6,574.24,0,0.0,6,574.24,0,0,,False
1000037112,2025-07-04,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,493.7,0,0.0,1,493.7,0,0,,False
1000037112,2025-07-17,Categoria C2,commodity,28043,Madrid,True,False,True,12183.2,2,1,1,6,567.08,0,0.0,6,567.08,0,0,,False
1000037112,2025-10-17,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,493.7,0,0.0,1,493.7,0,0,,False
1000037112,2025-11-19,Categoria T1,technical,28043,Madrid,True,False,False,0.0,0,1,1,1,503.56,0,0.0,1,503.56,0,0,,False
1000037181,2024-06-06,Categoria C1,commodity,46960,Valencia,True,False,True,3410.04,1,1,2,10,664.27,0,0.0,10,664.27,0,0,,False
1000037181,2024-09-10,Categoria C1,commodity,46960,Valencia,True,False,True,3410.04,1,1,1,15,800.61,0,0.0,15,800.61,0,0,,False
1000037181,2025-01-02,Categoria C1,commodity,46960,Valencia,True,False,True,3410.04,1,1,2,15,963.76,0,0.0,15,963.76,0,0,,False
1000037181,2025-04-01,Categoria C1,commodity,46960,Valencia,True,False,True,3410.04,1,1,2,15,925.48,0,0.0,15,925.48,0,0,,False
1000037181,2025-06-20,Categoria C1,commodity,46960,Valencia,True,False,True,3410.04,1,1,2,15,925.48,0,0.0,15,925.48,0,0,,False
1000037181,2025-09-25,Categoria C1,commodity,46960,Valencia,True,False,True,3410.04,1,1,1,15,824.63,0,0.0,15,824.63,0,0,,False
1000037323,2021-03-12,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,2,1153.67,0,0.0,2,1153.67,0,0,,False
1000037323,2022-10-06,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,3,3,1531.13,0,0.0,3,1531.13,0,0,,False
1000037323,2023-01-18,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,2,1368.72,0,0.0,2,1368.72,0,0,,False
1000037323,2023-06-13,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,2,859.16,0,0.0,2,859.16,0,0,,False
1000037323,2023-07-11,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,3,1845.56,0,0.0,3,1845.56,0,0,,False
1000037323,2023-09-18,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,1,1,990.95,0,0.0,1,990.95,0,0,,False
1000037323,2023-10-17,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,1,1,529.84,0,0.0,1,529.84,0,0,,False
1000037323,2024-02-22,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,2,876.35,0,0.0,2,876.35,0,0,,False
1000037323,2024-12-16,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,1,1,1010.77,0,0.0,1,1010.77,0,0,,False
1000037323,2025-01-16,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,4,2689.76,0,0.0,4,2689.76,0,0,,False
1000037323,2025-02-04,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,3,1813.41,0,0.0,3,1813.41,0,0,,False
1000037323,2025-02-18,Categoria T1,technical,43870,Tarragona,True,False,False,0.0,0,1,2,2,1423.99,0,0.0,2,1423.99,0,0,,False
