client_id,product_id,risk_score,priority_score,risk_level,priority_level,inactivity_score,inactivity_ratio,expected_cycle_days,days_since_last_order,is_inactive,volume_drift_score,interval_drift_score,peer_drift_score,potential_gap,drift_signal_count
24985,5099,0.20331475748194017,0.20331475748194017,low,low,0.05333333333333333,0.13333333333333333,45.0,6,False,0.0,0.909907120743034,0.0,0.0,1
1000081096,5115,0.6657284964140847,0.6657284964140847,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9885726514016691,0.837870885336117,0.0,3
1000076177,5099,0.5126362170654154,0.5126362170654154,medium,medium,0.12444444444444444,0.3111111111111111,45.0,14,False,0.7749999999999999,0.9530775379696242,0.5232862112914181,0.0,3
1000078440,5099,0.5998021627571155,0.5998021627571155,medium,medium,1.0,5.0,45.0,395,True,0.0,0.9990108137855775,0.0,0.0,1
1000082170,5108,0.6691538722799252,0.6691538722799252,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9859928168291431,0.8404428001680508,0.0,3
29805,5099,0.692749427320863,0.692749427320863,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9832618025751072,0.835461926853759,0.0,3
28853,5099,0.6599468738938652,0.6599468738938652,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9792490354401177,0.835461926853759,0.0,3
35886,5099,0.583386598710838,0.583386598710838,medium,medium,0.96,2.4,45.0,108,True,0.0,0.9969329935541897,0.0,0.0,1
38978,5099,0.5658250971218713,0.5658250971218713,medium,medium,0.12444444444444444,0.3111111111111111,45.0,14,False,0.8411764705882352,0.9732984293193716,0.7406234388877366,0.0,3
11156,5103,0.5999508741511342,0.5999508741511342,medium,medium,1.0,5.0,45.0,1039,True,0.0,0.9997543707556711,0.0,0.0,1
19583,5099,0.28881858624309853,0.28881858624309853,low,low,0.2311111111111111,0.5777777777777777,45.0,26,False,0.0,0.9818707089932703,0.0,0.0,1
32269,5099,0.6980686730477752,0.6980686730477752,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9920802534318901,0.835461926853759,0.0,3
1000063976,5099,0.28855483812780053,0.28855483812780053,low,low,0.2311111111111111,0.5777777777777777,45.0,26,False,0.0,0.9805519684167804,0.0,0.0,1
1000080460,5115,0.5729658488723774,0.5729658488723774,medium,medium,0.24888888888888888,0.6222222222222222,45.0,28,False,0.7750145768817134,0.9854615509849677,0.550428925996,0.0,3
1000078797,5107,0.5999505469274335,0.5999505469274335,medium,medium,1.0,5.0,45.0,977,True,0.0,0.9997527346371675,0.0,0.0,1
1000080382,5099,0.5999238012931648,0.5999238012931648,medium,medium,1.0,5.0,45.0,609,True,0.0,0.9996190064658238,0.0,0.0,1
1000051951,5107,0.2132387575336115,0.2132387575336115,low,low,0.05333333333333333,0.13333333333333333,45.0,6,False,0.0,0.9595271210013907,0.0,0.0,1
30857,5108,0.5999204533865587,0.5999204533865587,medium,medium,1.0,5.0,45.0,711,True,0.0,0.9996022669327933,0.0,0.0,1
36639,5099,0.5997512892486455,0.5997512892486455,medium,medium,1.0,5.0,45.0,293,True,0.0,0.9987564462432273,0.0,0.0,1
27694,5099,0.2827856868480927,0.2827856868480927,low,low,0.21333333333333332,0.5333333333333333,45.0,24,False,0.0,0.9872617675737967,0.0,0.0,1
1000082248,5099,0.5999241859000409,0.5999241859000409,medium,medium,1.0,5.0,45.0,594,True,0.0,0.9996209295002044,0.0,0.0,1
35118,5099,0.5638528695536635,0.5638528695536635,medium,medium,0.09777777777777777,0.24444444444444444,45.0,11,False,0.8615404432180538,0.9668120909940792,0.7732948629281544,0.0,3
36710,5103,0.5901863299983527,6.049468548036867,medium,critical,0.9777777777777779,2.4444444444444446,45.0,110,True,0.0,0.995376094436208,0.0,10404.599999999999,1
1000082069,5116,0.5642960861276797,0.5642960861276797,medium,medium,0.21333333333333332,0.5333333333333333,45.0,24,False,0.7749999999999999,0.9852321412957943,0.5877754969012501,0.0,3
1000082307,5099,0.6872505638635795,0.6872505638635795,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.9913230408442446,0.835461926853759,0.0,3
40439,5116,0.7595423986660568,7.2288302245495935,high,critical,0.5244444444444445,1.3111111111111111,45.0,59,False,0.8999999999999999,0.9930110059526358,0.8410827979850122,4999.779999999999,3
1000075869,5115,0.7229417517171602,0.7229417517171602,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9901944834726022,0.837870885336117,0.0,3
27058,5108,0.5147806379297133,0.5147806379297133,medium,medium,0.7911111111111111,1.9777777777777779,45.0,89,True,0.0,0.9916809674263444,0.0,0.0,1
1000048764,5108,0.5997008754863813,6.523977510622259,medium,critical,1.0,5.0,45.0,342,True,0.0,0.9985043774319066,0.0,19509.719999999994,1
34627,5099,0.6577323026634665,0.6577323026634665,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9859539570659019,0.835461926853759,0.0,3
30763,5099,0.23975184224609938,0.23975184224609938,low,low,0.12444444444444444,0.3111111111111111,45.0,14,False,0.0,0.949870322341608,0.0,0.0,1
1000068305,5103,0.6649584302888359,0.6649584302888359,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9821006836544437,0.8413664014974263,0.0,3
34627,5115,0.6584457413647085,0.6584457413647085,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9877144317103438,0.837870885336117,0.0,3
6525,5099,0.7084685618425117,0.7084685618425117,high,high,0.4,1.0,45.0,45,False,0.8999999999999999,0.990746364072239,0.835461926853759,0.0,3
1000060942,5108,0.5636307378491828,0.5636307378491828,medium,medium,0.08888888888888888,0.2222222222222222,45.0,10,False,0.8615363764268534,0.9764771961356997,0.7826376597318266,0.0,3
8979,5099,0.5998544196469128,0.5998544196469128,medium,medium,1.0,5.0,45.0,535,True,0.0,0.9992720982345638,0.0,0.0,1
29967,5099,0.5575061683355051,0.5575061683355051,medium,medium,0.22222222222222224,0.5555555555555556,45.0,25,False,0.7749999999999999,0.9818717387645177,0.5232862112914181,0.0,3
4748,5099,0.29170897064902856,0.29170897064902856,low,low,0.24,0.6,45.0,27,False,0.0,0.9785448532451426,0.0,0.0,1
27694,5102,0.4157537405865075,0.4157537405865075,medium,medium,0.5422222222222223,1.3555555555555556,45.0,61,False,0.0,0.9943242584880928,0.0,0.0,1
8191,5099,0.7443067687710778,0.7443067687710778,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9921596209372917,0.835461926853759,0.0,3
2975,5115,0.6979921956839349,0.6979921956839349,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9898911477509205,0.837870885336117,0.0,3
1000078257,5116,0.599696000100579,0.599696000100579,medium,medium,1.0,4.644444444444445,45.0,209,True,0.0,0.9984800005028948,0.0,0.0,1
25446,5099,0.282977675134719,0.282977675134719,low,low,0.21333333333333332,0.5333333333333333,45.0,24,False,0.0,0.9882217090069283,0.0,0.0,1
10793,5115,0.2956057122953675,0.2956057122953675,low,low,0.24888888888888888,0.6222222222222222,45.0,28,False,0.0,0.9802507836990595,0.0,0.0,1
1000068579,5099,0.0,0.0,low,low,0.0,0.0,45.0,0,False,0.0,0.0,0.0,0.0,0
41062,5115,0.5244195429363852,0.5244195429363852,medium,medium,0.05333333333333333,0.13333333333333333,45.0,6,False,0.8411796988859144,0.904032997250229,0.7465645695435164,0.0,3
1000078813,5115,0.48679378702364845,0.48679378702364845,medium,medium,0.72,1.8,45.0,81,True,0.0,0.9939689351182424,0.0,0.0,1
11018,5099,0.7442731083829244,0.7442731083829244,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9919913189965245,0.835461926853759,0.0,3
29271,5099,0.6615362808464724,0.6615362808464724,high,medium,0.28444444444444444,0.7111111111111111,45.0,32,False,0.8999999999999999,0.9871960702031546,0.835461926853759,0.0,3
1000037112,5108,0.4584227451687555,0.4584227451687555,medium,medium,0.6488888888888888,1.6222222222222222,45.0,73,True,0.0,0.9943359480659995,0.0,0.0,1
10111,5099,0.670464896975264,0.670464896975264,high,medium,0.3111111111111111,0.7777777777777778,45.0,35,False,0.8999999999999999,0.9785058175137782,0.835461926853759,0.0,3
31849,5112,0.5998544687407057,0.5998544687407057,medium,medium,1.0,5.0,45.0,238,True,0.0,0.9992723437035285,0.0,0.0,1
40439,5103,0.5991752577319588,5.702560147401867,medium,critical,1.0,5.0,45.0,472,True,0.0,0.9958762886597938,0.0,4999.779999999999,1
1000082043,5103,0.711922165160387,0.711922165160387,high,high,0.40888888888888886,1.0222222222222221,45.0,46,False,0.8999999999999999,0.9858082469010878,0.8413664014974263,0.0,3
1000081533,5108,0.2068505747126437,0.2068505747126437,low,low,0.05333333333333333,0.13333333333333333,45.0,6,False,0.0,0.9275862068965517,0.0,0.0,1
8173,5112,0.4199395593707448,0.4199395593707448,medium,medium,0.5511111111111111,1.3777777777777778,45.0,62,False,0.0,0.9974755746315016,0.0,0.0,1
27694,5100,0.5845853985791164,0.5845853985791164,medium,medium,0.1511111111111111,0.37777777777777777,45.0,17,False,0.8534881048889003,0.976933669956392,0.7692146261411231,0.0,3
1000042603,5099,0.6931617929208533,0.6931617929208533,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9853236305750589,0.835461926853759,0.0,3
29795,5115,0.6986233032841582,0.6986233032841582,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9930466857520369,0.837870885336117,0.0,3
4048,5099,0.722637863401743,0.722637863401743,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.990481760757284,0.835461926853759,0.0,3
1000080494,5099,0.46118757644880826,0.46118757644880826,medium,medium,0.6577777777777778,1.6444444444444444,45.0,74,True,0.0,0.9903823266884855,0.0,0.0,1
27678,5103,0.5997565559237394,0.5997565559237394,medium,medium,1.0,5.0,45.0,315,True,0.0,0.9987827796186972,0.0,0.0,1
26463,5099,0.23360191846522782,0.23360191846522782,low,low,0.10666666666666666,0.26666666666666666,45.0,12,False,0.0,0.9546762589928057,0.0,0.0,1
35573,5099,0.2841843281160289,0.2841843281160289,low,low,0.22222222222222224,0.5555555555555556,45.0,25,False,0.0,0.9764771961356997,0.0,0.0,1
8849,5115,0.42348817681221995,5.040743941268742,medium,critical,0.21333333333333332,0.5333333333333333,45.0,24,False,0.5666436297038597,0.9824696802646086,0.0,54333.54,2
30906,5099,0.5995838397166569,0.5995838397166569,medium,medium,1.0,4.644444444444445,45.0,209,True,0.0,0.997919198583284,0.0,0.0,1
36612,5108,0.5997405183410598,0.5997405183410598,medium,medium,1.0,5.0,45.0,269,True,0.0,0.9987025917052985,0.0,0.0,1
7777,5100,0.28936612395453853,0.28936612395453853,low,low,0.2311111111111111,0.5777777777777777,45.0,26,False,0.0,0.9846083975504702,0.0,0.0,1
26468,5099,0.28971679316888044,0.28971679316888044,low,low,0.24,0.6,45.0,27,False,0.0,0.9685839658444022,0.0,0.0,1
1000078257,5108,0.5370972410237989,0.5370972410237989,medium,medium,0.8444444444444444,2.111111111111111,45.0,95,True,0.0,0.996597316230105,0.0,0.0,1
4767,5107,0.5997704693886456,0.5997704693886456,medium,medium,1.0,5.0,45.0,426,True,0.0,0.9988523469432282,0.0,0.0,1
1000081566,5115,0.5993312994209576,0.5993312994209576,medium,medium,1.0,3.8666666666666667,45.0,174,True,0.0,0.996656497104788,0.0,0.0,1
1000081881,5107,0.709248053921972,0.709248053921972,high,high,0.4,1.0,45.0,45,False,0.8999999999999999,0.9893270307252146,0.8425509851795274,0.0,3
29477,5099,0.7181682047253206,0.7181682047253206,high,high,0.42666666666666664,1.0666666666666667,45.0,48,False,0.8999999999999999,0.9859112451529513,0.835461926853759,0.0,3
41287,5099,0.25727508736894655,0.25727508736894655,low,low,0.16,0.4,45.0,18,False,0.0,0.9663754368447328,0.0,0.0,1
26192,5099,0.6577844418415457,0.6577844418415457,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.9862146529562982,0.835461926853759,0.0,3
1000059737,5103,0.5993704750474274,0.5993704750474274,medium,medium,1.0,3.8666666666666667,45.0,174,True,0.0,0.9968523752371365,0.0,0.0,1
1000075981,5115,0.23583603941608985,0.23583603941608985,low,low,0.11555555555555555,0.28888888888888886,45.0,13,False,0.0,0.9480690859693381,0.0,0.0,1
41062,5099,0.6979219043353033,0.6979219043353033,high,medium,0.37333333333333335,0.9333333333333333,45.0,42,False,0.8999999999999999,0.9913464098695304,0.835461926853759,0.0,3
42034,5099,0.5998062546998717,0.5998062546998717,medium,medium,1.0,5.0,45.0,459,True,0.0,0.9990312734993585,0.0,0.0,1
4111,5100,0.599829002365492,0.599829002365492,medium,medium,1.0,5.0,45.0,588,True,0.0,0.9991450118274599,0.0,0.0,1
5939,5099,0.22026347420549064,0.22026347420549064,low,low,0.08888888888888888,0.2222222222222222,45.0,10,False,0.0,0.9235395932496754,0.0,0.0,1
1000065895,5099,0.41836713255226327,0.41836713255226327,medium,medium,0.17777777777777776,0.4444444444444444,45.0,20,False,0.6121615795350277,0.971078132786976,0.0,0.0,2
1000076744,5099,0.7225326946507573,0.7225326946507573,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9899559170023561,0.835461926853759,0.0,3
24874,5099,0.5993423187733882,0.5993423187733882,medium,medium,1.0,3.533333333333333,45.0,159,True,0.0,0.9967115938669404,0.0,0.0,1
29206,5099,0.44701218897955075,0.44701218897955075,medium,medium,0.6222222222222222,1.5555555555555556,45.0,70,True,0.0,0.9906165004533092,0.0,0.0,1
1000065685,5099,0.2651221092780833,0.2651221092780833,low,low,0.17777777777777776,0.4444444444444444,45.0,20,False,0.0,0.9700549908348608,0.0,0.0,1
1000080855,5099,0.2522406169138934,0.2522406169138934,low,low,0.1511111111111111,0.37777777777777777,45.0,17,False,0.0,0.9589808623472446,0.0,0.0,1
36639,5107,0.5995420117296868,0.5995420117296868,medium,medium,1.0,5.0,45.0,263,True,0.0,0.9977100586484335,0.0,0.0,1
1000057826,5099,0.4103926025215145,0.4103926025215145,medium,medium,0.5333333333333333,1.3333333333333333,45.0,60,False,0.0,0.9852963459409056,0.0,0.0,1
6716,5108,0.6844269642428947,0.6844269642428947,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.973469387755102,0.8404428001680508,0.0,3
1000081965,5099,0.5997951791168477,0.5997951791168477,medium,medium,1.0,5.0,45.0,398,True,0.0,0.9989758955842378,0.0,0.0,1
7000,5115,0.6690172000695264,0.6690172000695264,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9872383919010999,0.837870885336117,0.0,3
38577,5115,0.5832432191092756,0.5832432191092756,medium,medium,0.96,2.4,45.0,108,True,0.0,0.9962160955463779,0.0,0.0,1
1000058696,5099,0.7211256017137151,0.7211256017137151,high,high,0.43555555555555553,1.0888888888888888,45.0,49,False,0.8999999999999999,0.9829204523171449,0.835461926853759,0.0,3
1000078373,5099,0.7432831699085902,0.7432831699085902,high,high,0.48888888888888893,1.2222222222222223,45.0,55,False,0.8999999999999999,0.9870416266248545,0.835461926853759,0.0,3
8872,5099,0.5465908291194528,5.410727598570763,medium,critical,0.8711111111111111,2.1777777777777776,45.0,98,True,0.0,0.9907319233750415,0.0,7323.979999999996,1
29981,5115,0.4364542022816343,0.4364542022816343,medium,medium,0.5955555555555556,1.488888888888889,45.0,67,False,0.0,0.9911599002970601,0.0,0.0,1
24279,5099,0.48306091728942707,0.48306091728942707,medium,medium,0.711111111111111,1.7777777777777777,45.0,80,True,0.0,0.993082364224913,0.0,0.0,1
30711,5103,0.5769427558404467,0.5769427558404467,medium,medium,0.24888888888888888,0.6222222222222222,45.0,28,False,0.7749999999999999,0.9748231695660485,0.5911504424778762,0.0,3
11663,5115,0.4401851246138578,0.4401851246138578,medium,medium,0.6044444444444445,1.511111111111111,45.0,68,True,0.0,0.9920367341804,0.0,0.0,1
38500,5115,0.5996988061487243,0.5996988061487243,medium,medium,1.0,4.977777777777778,45.0,224,True,0.0,0.998494030743621,0.0,0.0,1
1000081354,5102,0.41568487551096245,0.41568487551096245,medium,medium,0.5422222222222223,1.3555555555555556,45.0,61,False,0.0,0.9939799331103678,0.0,0.0,1
28478,5115,0.6681313434637873,0.6681313434637873,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9828091088724045,0.837870885336117,0.0,3
1000071186,5099,0.5998724174592684,0.5998724174592684,medium,medium,1.0,5.0,45.0,620,True,0.0,0.999362087296342,0.0,0.0,1
7283,5099,0.6649943172449566,0.6649943172449566,high,medium,0.3022222222222222,0.7555555555555555,45.0,34,False,0.8999999999999999,0.9689306966400192,0.835461926853759,0.0,3
30906,5115,0.5994060289179914,0.5994060289179914,medium,medium,1.0,4.644444444444445,45.0,209,True,0.0,0.9970301445899568,0.0,0.0,1
1000075869,5100,0.2892250425846807,0.2892250425846807,low,low,0.2311111111111111,0.5777777777777777,45.0,26,False,0.0,0.9839029907011811,0.0,0.0,1
14674,5099,0.7587728014394872,0.7587728014394872,high,high,0.5244444444444445,1.3111111111111111,45.0,59,False,0.8999999999999999,0.9933786731682279,0.835461926853759,0.0,3
1000056820,5099,0.736961023103772,0.736961023103772,high,high,0.47111111111111115,1.1777777777777778,45.0,53,False,0.8999999999999999,0.9909864481563189,0.835461926853759,0.0,3
36967,5099,0.28750757750952005,0.28750757750952005,low,low,0.2311111111111111,0.5777777777777777,45.0,26,False,0.0,0.9753156653253781,0.0,0.0,1
1000081965,5112,0.2797462887989204,0.2797462887989204,low,low,0.21333333333333332,0.5333333333333333,45.0,24,False,0.0,0.9720647773279352,0.0,0.0,1
1000076117,5115,0.4105592250110084,0.4105592250110084,medium,medium,0.5333333333333333,1.3333333333333333,45.0,60,False,0.0,0.9861294583883751,0.0,0.0,1
238,5099,0.685276925711136,0.685276925711136,high,medium,0.3466666666666667,0.8666666666666667,45.0,39,False,0.8999999999999999,0.9814548500820273,0.835461926853759,0.0,3
40890,5103,0.6930625723085487,0.6930625723085487,high,medium,0.36444444444444446,0.9111111111111111,45.0,41,False,0.8999999999999999,0.9803991715307852,0.8413664014974263,0.0,3
41964,5115,0.6820520930029591,0.6820520930029591,high,medium,0.3377777777777778,0.8444444444444444,45.0,38,False,0.8999999999999999,0.981301745457152,0.837870885336117,0.0,3
41836,5115,0.5996525409009102,0.5996525409009102,medium,medium,1.0,4.8,45.0,216,True,0.0,0.9982627045045511,0.0,0.0,1
24279,5103,0.661119693855883,0.661119693855883,high,medium,0.29333333333333333,0.7333333333333333,45.0,33,False,0.8999999999999999,0.9629070014896786,0.8413664014974263,0.0,3
40622,5115,0.4829213953998491,0.4829213953998491,medium,medium,0.711111111111111,1.7777777777777777,45.0,80,True,0.0,0.992384754777023,0.0,0.0,1
1000065508,5099,0.6550205889616438,0.6550205889616438,high,medium,0.27555555555555555,0.6888888888888889,45.0,31,False,0.8999999999999999,0.972395388556789,0.835461926853759,0.0,3
33931,5115,0.6895473603022643,0.6895473603022643,high,medium,0.3555555555555555,0.8888888888888888,45.0,40,False,0.8999999999999999,0.9832225263981227,0.837870885336117,0.0,3
1000080594,5099,0.29643720865511725,0.29643720865511725,low,low,0.24888888888888888,0.6222222222222222,45.0,28,False,0.0,0.9844082654978084,0.0,0.0,1
1000078633,5108,0.5993481722637036,0.5993481722637036,medium,medium,1.0,4.6,45.0,207,True,0.0,0.996740861318518,0.0,0.0,1
