client_id,family,product_category,potential_h,current_sales,potential_gap,capture_ratio
818,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
827,Anestesia,Categoria C1,1802.36,9678.21,-7875.849999999999,5.369743003617479
841,Anestesia,Categoria C1,2223.12,1392.96,830.1599999999999,0.6265788621396956
878,Anestesia,Categoria C1,3410.04,5735.77,-2325.7300000000005,1.6820242577799676
879,Anestesia,Categoria C1,3410.04,6699.3099999999995,-3289.2699999999995,1.9645839931496403
906,Anestesia,Categoria C1,3410.04,8549.84,-5139.8,2.5072550468616206
924,Anestesia,Categoria C1,2223.12,1184.44,1038.6799999999998,0.5327827557666703
932,Anestesia,Categoria C1,2223.12,2935.5899999999997,-712.4699999999998,1.3204820252617941
946,Anestesia,Categoria C1,3410.04,2701.9700000000003,708.0699999999997,0.7923572744014734
959,Anestesia,Categoria C1,3410.04,7983.43,-4573.39,2.341154355960634
979,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
986,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
991,Anestesia,Categoria C1,2223.12,4203.84,-1980.7200000000003,1.8909640505235887
993,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1005,Anestesia,Categoria C1,4546.72,12955.92,-8409.2,2.8495090966674876
1036,Anestesia,Categoria C1,2223.12,2348.13,-125.01000000000022,1.0562317823599268
1037,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1056,Anestesia,Categoria C1,1802.36,1219.13,583.2299999999998,0.6764075989258529
1073,Anestesia,Categoria C1,1802.36,1808.86,-6.5,1.0036063827426263
1074,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1078,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1083,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1104,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1116,Anestesia,Categoria C1,3410.04,3151.12,258.9200000000001,0.9240712718912388
1118,Anestesia,Categoria C1,3410.04,3536.76,-126.72000000000025,1.03716085441813
1133,Anestesia,Categoria C1,1802.36,638.1700000000001,1164.1899999999998,0.35407465767105356
1137,Anestesia,Categoria C1,2223.12,4195.99,-1972.87,1.8874329770772609
1144,Anestesia,Categoria C1,5683.4,12799.53,-7116.130000000001,2.2520902980610202
1156,Anestesia,Categoria C1,4546.72,11617.3,-7070.579999999999,2.5550946616461974
1169,Anestesia,Categoria C1,2223.12,1213.01,1010.1099999999999,0.5456340638382093
1177,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1195,Anestesia,Categoria C1,3410.04,2510.19,899.8499999999999,0.7361174648977725
1211,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
1212,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1217,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1221,Anestesia,Categoria C1,3410.04,5350.23,-1940.1899999999996,1.5689640004222822
1236,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1238,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1243,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1246,Anestesia,Categoria C1,1802.36,436.05,1366.31,0.24193279921880204
1248,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1262,Anestesia,Categoria C1,1802.36,2129.16,-326.79999999999995,1.1813178277369671
1264,Anestesia,Categoria C1,1802.36,8199.01,-6396.650000000001,4.549041257018576
1274,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1276,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1299,Anestesia,Categoria C1,5683.4,0.0,5683.4,0.0
1311,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1314,Anestesia,Categoria C1,2223.12,5408.4,-3185.2799999999997,2.4327971499514196
1392,Anestesia,Categoria C1,2223.12,413.35,1809.77,0.1859323833171399
1394,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1416,Anestesia,Categoria C1,2223.12,1505.03,718.0899999999999,0.6769899960415993
1419,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1420,Anestesia,Categoria C1,2223.12,10201.55,-7978.429999999999,4.588843607182698
1421,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1426,Anestesia,Categoria C1,2223.12,10621.09,-8397.970000000001,4.777560365612293
1428,Anestesia,Categoria C1,2223.12,4130.27,-1907.1500000000005,1.8578709201482604
1430,Anestesia,Categoria C1,2223.12,21769.27,-19546.15,9.792215444960236
1433,Anestesia,Categoria C1,2223.12,862.0,1361.12,0.3877433516859189
1434,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
1451,Anestesia,Categoria C1,2223.12,3966.53,-1743.4100000000003,1.7842176760588724
1452,Anestesia,Categoria C1,2223.12,6992.11,-4768.99,3.1451788477455107
1460,Anestesia,Categoria C1,2223.12,6863.05,-4639.93,3.0871253013782436
1461,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1477,Anestesia,Categoria C1,2223.12,10594.16,-8371.04,4.7654467595091585
1478,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1487,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1516,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
1528,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1536,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1575,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1589,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1592,Anestesia,Categoria C1,2223.12,1979.9,243.2199999999998,0.8905951995393862
1601,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1624,Anestesia,Categoria C1,1802.36,5979.62,-4177.26,3.3176612885328125
1628,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1641,Anestesia,Categoria C1,2223.12,12141.44,-9918.32,5.461441577602649
1643,Anestesia,Categoria C1,1802.36,1151.4,650.9599999999998,0.6388290907476865
1686,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1690,Anestesia,Categoria C1,1802.36,336.35,1466.0099999999998,0.18661643622805657
1724,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1730,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1753,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1760,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1765,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1778,Anestesia,Categoria C1,2223.12,6615.33,-4392.21,2.9756963186872505
1779,Anestesia,Categoria C1,1802.36,2196.87,-394.51,1.2188852393528484
1803,Anestesia,Categoria C1,2223.12,2583.44,-360.32000000000016,1.162078520277808
1817,Anestesia,Categoria C1,2223.12,2181.1,42.01999999999998,0.981098636150995
1818,Anestesia,Categoria C1,2223.12,5938.86,-3715.74,2.6714077512684877
1821,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1842,Anestesia,Categoria C1,2223.12,6046.6,-3823.4800000000005,2.7198711720464934
1844,Anestesia,Categoria C1,2223.12,3009.37,-786.25,1.3536696174745404
1861,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
1865,Anestesia,Categoria C1,2223.12,967.19,1255.9299999999998,0.4350597358667099
1889,Anestesia,Categoria C1,1802.36,1859.1999999999998,-56.83999999999992,1.0315364300139815
1895,Anestesia,Categoria C1,2223.12,4842.67,-2619.55,2.1783214581309154
1897,Anestesia,Categoria C1,2223.12,3770.33,-1547.21,1.6959633308143511
1908,Anestesia,Categoria C1,3410.04,1209.97,2200.0699999999997,0.3548257498445766
1909,Anestesia,Categoria C1,2223.12,1774.5,448.6199999999999,0.7982025261794236
1954,Anestesia,Categoria C1,4546.72,11797.35,-7250.63,2.5946946370130557
1962,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
1963,Anestesia,Categoria C1,2223.12,4065.68,-1842.56,1.8288171578682213
1964,Anestesia,Categoria C1,2223.12,9890.869999999999,-7667.749999999999,4.449094065997337
1998,Anestesia,Categoria C1,2223.12,11791.19,-9568.07,5.303892727338156
2034,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2052,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2074,Anestesia,Categoria C1,3410.04,13516.16,-10106.119999999999,3.9636367901842795
2083,Anestesia,Categoria C1,2223.12,2448.73,-225.61000000000013,1.101483500665731
2095,Anestesia,Categoria C1,1802.36,2278.82,-476.46000000000026,1.264353403315653
2114,Anestesia,Categoria C1,2223.12,1776.03,447.0899999999999,0.7988907481377524
2121,Anestesia,Categoria C1,1802.36,1915.96,-113.60000000000014,1.0630284737788234
2125,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2141,Anestesia,Categoria C1,2223.12,2280.14,-57.01999999999998,1.025648637950268
2143,Anestesia,Categoria C1,2223.12,6596.62,-4373.5,2.967280218791608
2148,Anestesia,Categoria C1,9093.44,46211.95,-37118.509999999995,5.081899699123763
2167,Anestesia,Categoria C1,2223.12,10295.43,-8072.31,4.631072546691137
2170,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2179,Anestesia,Categoria C1,3410.04,7123.03,-3712.99,2.0888406001102626
2183,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2200,Anestesia,Categoria C1,2223.12,4674.58,-2451.46,2.102711504552161
2203,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2210,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2218,Anestesia,Categoria C1,2223.12,1446.72,776.3999999999999,0.6507610925186226
2219,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2227,Anestesia,Categoria C1,1802.36,11303.08,-9500.72,6.2712665616192105
2228,Anestesia,Categoria C1,2223.12,7386.92,-5163.8,3.3227716002734895
2230,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
2234,Anestesia,Categoria C1,1802.36,137.78,1664.58,0.07644421758139329
2235,Anestesia,Categoria C1,2223.12,7056.280000000001,-4833.160000000001,3.1740436863507147
2242,Anestesia,Categoria C1,4546.72,4960.200000000001,-413.4800000000005,1.0909402822254286
2244,Anestesia,Categoria C1,1802.36,6278.31,-4475.950000000001,3.4833828979782067
2245,Anestesia,Categoria C1,3410.04,3361.4300000000003,48.60999999999967,0.9857450352488535
2246,Anestesia,Categoria C1,2223.12,5125.83,-2902.71,2.3056920004318258
2275,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2297,Anestesia,Categoria C1,1802.36,1582.45,219.90999999999985,0.8779877493952374
2305,Anestesia,Categoria C1,2223.12,13614.49,-11391.369999999999,6.124046385260355
2307,Anestesia,Categoria C1,2223.12,4465.49,-2242.37,2.0086590017632875
2309,Anestesia,Categoria C1,2223.12,3354.65,-1131.5300000000002,1.5089828709201483
2335,Anestesia,Categoria C1,2223.12,2092.42,130.69999999999982,0.9412087516643277
2345,Anestesia,Categoria C1,3410.04,2125.15,1284.8899999999999,0.6232038333861186
2348,Anestesia,Categoria C1,3410.04,7419.86,-4009.8199999999997,2.175886499865104
2353,Anestesia,Categoria C1,2223.12,1026.03,1197.09,0.46152704307459785
2358,Anestesia,Categoria C1,2223.12,2812.78,-589.6600000000003,1.2652398431033864
2363,Anestesia,Categoria C1,3410.04,9173.95,-5763.910000000001,2.6902763603946
2370,Anestesia,Categoria C1,3410.04,1580.02,1830.02,0.4633435384922171
2372,Anestesia,Categoria C1,1802.36,2924.27,-1121.91,1.6224672096584478
2373,Anestesia,Categoria C1,3410.04,6737.69,-3327.6499999999996,1.97583899309099
2376,Anestesia,Categoria C1,2223.12,2775.19,-552.0700000000002,1.2483311742056211
2384,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2387,Anestesia,Categoria C1,3410.04,2466.16,943.8800000000001,0.723205592896271
2391,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
2392,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2406,Anestesia,Categoria C1,3410.04,3733.59,-323.5500000000002,1.0948815849667453
2424,Anestesia,Categoria C1,2223.12,3090.59,-867.4700000000003,1.390203857641513
2426,Anestesia,Categoria C1,4546.72,10738.98,-6192.259999999999,2.3619180420171024
2427,Anestesia,Categoria C1,2223.12,4865.51,-2642.3900000000003,2.188595307495772
2432,Anestesia,Categoria C1,1802.36,3960.5299999999997,-2158.17,2.1974133913313656
2435,Anestesia,Categoria C1,5683.4,18383.1,-12699.699999999999,3.2345251082098745
2437,Anestesia,Categoria C1,2223.12,1581.4099999999999,641.71,0.7113471157652308
2439,Anestesia,Categoria C1,2223.12,1259.46,963.6599999999999,0.5665281226384541
2441,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2442,Anestesia,Categoria C1,1802.36,4087.32,-2284.96,2.2677600479371494
2468,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2498,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
2503,Anestesia,Categoria C1,3410.04,9982.61,-6572.570000000001,2.9274172736976696
2504,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2521,Anestesia,Categoria C1,2223.12,8684.630000000001,-6461.510000000001,3.906505271870165
2525,Anestesia,Categoria C1,2223.12,5427.58,-3204.46,2.441424664435568
2528,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
2531,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2545,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2546,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2555,Anestesia,Categoria C1,2223.12,4674.97,-2451.8500000000004,2.102886933678794
2562,Anestesia,Categoria C1,2223.12,4382.63,-2159.51,1.9713870596279104
2582,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2587,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2595,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2604,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2645,Anestesia,Categoria C1,2223.12,16200.69,-13977.57,7.287366403972795
2667,Anestesia,Categoria C1,2223.12,199.92,2023.1999999999998,0.08992766922163446
2668,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
2680,Anestesia,Categoria C1,2223.12,5184.1,-2960.9800000000005,2.3319029112238656
2698,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2709,Anestesia,Categoria C1,2223.12,8897.59,-6674.47,4.002298571377164
2753,Anestesia,Categoria C1,2223.12,5320.67,-3097.55,2.393334592824499
2759,Anestesia,Categoria C1,2223.12,834.99,1388.1299999999999,0.37559376012091117
2771,Anestesia,Categoria C1,2223.12,2220.07,3.049999999999727,0.9986280542660766
2784,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2785,Anestesia,Categoria C1,2223.12,6348.3,-4125.18,2.855581345136565
2788,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2802,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2807,Anestesia,Categoria C1,2223.12,5059.92,-2836.8,2.2760444780308755
2811,Anestesia,Categoria C1,6820.08,25385.5,-18565.42,3.7221704144232914
2813,Anestesia,Categoria C1,2223.12,20118.77,-17895.65,9.049790384684588
2821,Anestesia,Categoria C1,2223.12,4639.91,-2416.79,2.087116305012775
2843,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2846,Anestesia,Categoria C1,2223.12,8053.39,-5830.27,3.6225619849580775
2858,Anestesia,Categoria C1,3410.04,8333.68,-4923.64,2.4438657611054415
2861,Anestesia,Categoria C1,2223.12,1560.79,662.3299999999999,0.7020718629673612
2873,Anestesia,Categoria C1,2223.12,8307.87,-6084.750000000001,3.737031739177373
2879,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2882,Anestesia,Categoria C1,1802.36,411.75,1390.61,0.22845047604252203
2884,Anestesia,Categoria C1,2223.12,343.99,1879.1299999999999,0.15473298787289935
2887,Anestesia,Categoria C1,4546.72,20508.81,-15962.09,4.510682426012598
2913,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2928,Anestesia,Categoria C1,3410.04,615.63,2794.41,0.1805345391842911
2931,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
2946,Anestesia,Categoria C1,2223.12,1708.98,514.1399999999999,0.7687304329051063
2959,Anestesia,Categoria C1,2223.12,3913.53,-1690.4100000000003,1.760377307567743
2965,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
2973,Anestesia,Categoria C1,2223.12,5238.37,-3015.25,2.3563145489222355
2975,Anestesia,Categoria C1,3410.04,15309.97,-11899.93,4.489674607922487
2991,Anestesia,Categoria C1,1802.36,6062.25,-4259.89,3.3635067356133073
2995,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3008,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3042,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3044,Anestesia,Categoria C1,3410.04,7160.6,-3750.5600000000004,2.099858066181042
3049,Anestesia,Categoria C1,4546.72,9527.18,-4980.46,2.0953962416863146
3056,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
3068,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3110,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3111,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3129,Anestesia,Categoria C1,2223.12,7301.03,-5077.91,3.284136708769657
3142,Anestesia,Categoria C1,2223.12,345.34,1877.78,0.15534024254201304
3153,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3157,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3158,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3161,Anestesia,Categoria C1,1802.36,2282.77,-480.4100000000001,1.2665449743669412
3168,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3178,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3180,Anestesia,Categoria C1,2223.12,5861.07,-3637.95,2.636416387779337
3182,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3210,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
3215,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
3217,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3218,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3239,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3242,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3253,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3264,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3300,Anestesia,Categoria C1,2223.12,2729.13,-506.0100000000002,1.2276125445320092
3327,Anestesia,Categoria C1,2223.12,1311.21,911.9099999999999,0.5898062182878118
3343,Anestesia,Categoria C1,2223.12,758.61,1464.5099999999998,0.3412366403972795
3346,Anestesia,Categoria C1,2223.12,5099.9400000000005,-2876.8200000000006,2.294046205333046
3358,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3374,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3383,Anestesia,Categoria C1,2223.12,7195.72,-4972.6,3.236766346396056
3386,Anestesia,Categoria C1,2223.12,2831.7799999999997,-608.6599999999999,1.2737863902983195
3418,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
3447,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
3478,Anestesia,Categoria C1,2223.12,5401.570000000001,-3178.4500000000007,2.4297248911439784
3503,Anestesia,Categoria C1,2223.12,10138.54,-7915.420000000001,4.56050055777466
3505,Anestesia,Categoria C1,2223.12,5723.71,-3500.59,2.574629349742704
3516,Anestesia,Categoria C1,2223.12,8155.99,-5932.87,3.6687133398107163
3534,Anestesia,Categoria C1,2223.12,1667.03,556.0899999999999,0.7498605563352406
3545,Anestesia,Categoria C1,2223.12,2096.7,126.42000000000007,0.9431339738745547
3560,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3583,Anestesia,Categoria C1,1802.36,551.13,1251.23,0.3057824186067157
3607,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3637,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3682,Anestesia,Categoria C1,1802.36,0.0,1802.36,0.0
3683,Anestesia,Categoria C1,3410.04,2085.02,1325.02,0.61143564298366
3685,Anestesia,Categoria C1,2223.12,6834.32,-4611.2,3.0742020223829574
3688,Anestesia,Categoria C1,2223.12,641.25,1581.87,0.2884459678289971
3698,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3701,Anestesia,Categoria C1,2223.12,563.79,1659.33,0.25360304437007447
3703,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3709,Anestesia,Categoria C1,3410.04,6214.860000000001,-2804.8200000000006,1.8225182109300773
3710,Anestesia,Categoria C1,2223.12,0.0,2223.12,0.0
3722,Anestesia,Categoria C1,3410.04,0.0,3410.04,0.0
3723,Anestesia,Categoria C1,2223.12,2973.49,-750.3699999999999,1.337530137824319
3728,Anestesia,Categoria C1,2223.12,299.88,1923.2399999999998,0.1348915038324517
